secID,tickerBond,tickerEqu,tradeDate,totalSize,remainSize,closePriceBond,convPrice,closePriceEqu,exerPar,chgPct,chgPct7,bondPremRatio,debtPuredebtRatio,puredebtPremRatio,evaluatePrice,premRatio,optionPrice,duration,volatiliry,strikePrice,accrualEndDate
113524.XSHG,113524,603677,2020-05-22,3.3,3.29952,101.9,14.28,10.14,13.182,-0.004591,-0.020663,43.5041,101.008,0.8830979999999999,103.73626746947089,0.9822986934631006,2.7282674694708913,3.5616438356164384,0.3947792846135673,14.28,2023-12-13
128040.XSHE,128040,002758,2020-05-22,2.24,2.22313,113.385,11.37,10.9,14.17,-0.018312000000000002,-0.044873,18.274,98.630392,14.959495,102.50354560380552,1.1061568585954407,3.873153603805522,3.0602739726027397,0.3861292167655797,11.37,2023-06-13
113026.XSHG,113026,601985,2020-05-22,78.0,77.998671,102.25,6.2,4.1,5.33,-0.009301,-0.017299000000000002,54.6219,94.98680300000001,7.646533,95.56122854014913,1.0699946156200855,0.5744255401491161,3.8986301369863012,0.18232248012793154,6.2,2024-04-14
110038.XSHG,110038,600566,2020-05-22,8.4316,6.30722195,109.79,24.27,21.02,26.275,0.001003,-0.019732,26.7651,101.201677,8.486345,104.88726367479691,1.046742913805093,3.685586674796913,1.4767123287671233,0.3440042365436798,24.27,2021-11-12
123023.XSHE,123023,300335,2020-05-22,6.0,5.9996220000000005,98.96,7.19,4.44,5.772,-0.00025299999999999997,-0.016302,60.2527,97.100895,1.914611,97.94796574378462,1.0103323662572297,0.8470707437846274,3.8273972602739725,0.3094005768578979,7.19,2024-03-19
128022.XSHE,128022,002707,2020-05-22,7.0,6.998875,101.9,7.91,5.67,7.371,0.0009720000000000001,-0.008754999999999999,42.1567,97.395126,4.625358,98.90331560515415,1.0302991297764914,1.5081896051541417,2.526027397260274,0.47999809287121137,7.91,2022-11-30
113550.XSHG,113550,603035,2020-05-22,9.92424,9.923721,116.01,9.93,10.5,13.65,-0.011670999999999999,-0.06819299999999999,9.7123,101.36719000000001,14.445314999999999,106.77246196577725,1.08651610971735,5.405271965777242,4.493150684931507,0.48204272009854054,9.93,2024-11-17
128029.XSHE,128029,002078,2020-05-22,12.0,11.979068,115.9,8.65,8.16,10.607999999999999,-0.017772,-0.065323,22.8596,100.786226,14.995872,102.76366945020655,1.1278304932090673,1.9774434502065492,1.5835616438356164,0.3772704138413189,8.65,2021-12-21
128035.XSHE,128035,002008,2020-05-22,23.0,22.997068,105.9,52.3,29.67,38.571,-0.015799,-0.025849,86.6723,96.428383,9.822436999999999,101.97363250696387,1.0385037523574343,5.5452495069638665,2.7095890410958905,0.460930170025786,52.3,2023-02-05
128015.XSHE,128015,002279,2020-05-22,7.8,7.793689,101.8,9.48,6.3,8.19,-0.000481,-0.0068200000000000005,53.1847,91.214635,11.604898,92.27658931277738,1.1032050572972785,1.0619543127773696,2.043835616438356,0.48548374016026524,9.48,2022-06-07
