secID,tickerBond,tickerEqu,tradeDate,totalSize,remainSize,closePriceBond,convPrice,closePriceEqu,exerPar,chgPct,chgPct7,bondPremRatio,debtPuredebtRatio,puredebtPremRatio,evaluatePrice,premRatio,optionPrice,duration,volatiliry,strikePrice,accrualEndDate
123023.XSHE,123023,300335,2020-12-31,6.0,5.294475,100.181,7.04,5.78,7.514,0.000809,0.020693,22.0197,95.770452,4.605332,,,,0.2136986301369863,,7.04,2021-03-19
128034.XSHE,128034,002807,2020-12-31,20.0,17.581344,108.761,4.5,4.28,5.564,0.020272,0.033653,14.3515,97.215853,11.875786,,,,0.0684931506849315,,4.5,2021-01-25
128062.XSHE,128062,002370,2020-12-31,9.65,9.63962,68.986,16.25,3.75,4.875,0.007139,0.026272,198.9393,71.209821,-3.122913,,,,0.2493150684931507,,16.25,2021-04-01
113535.XSHG,113535,603278,2020-12-31,5.0,4.999223,96.29,12.4,8.07,10.491,0.002081,0.014968,47.9548,98.474441,-2.218282,,,,0.3506849315068493,,12.4,2021-05-08
113569.XSHG,113569,603660,2020-12-31,5.16,5.158982,92.37,14.84,7.3,9.49,0.007197,-0.00624,87.7768,86.113534,7.26537,,,,0.18356164383561643,,14.84,2021-03-08
113033.XSHG,113033,601366,2020-12-31,18.0,17.999172,106.42,7.01,6.96,9.048,0.00491,0.026328,7.1845,91.354058,16.491815,,,,0.2465753424657534,,7.01,2021-03-31
110043.XSHG,110043,600908,2020-12-31,30.0,29.987974,116.72,5.79,6.08,7.904,0.015663,0.017168,11.1527,97.175132,20.113034,,,,0.07945205479452055,,5.79,2021-01-29
113021.XSHG,113021,601998,2020-12-31,400.0,399.997001,105.74,6.98,5.11,6.643,0.002655,0.007719,44.4354,102.435003,3.226433,,,,0.16986301369863013,,6.98,2021-03-03
128014.XSHE,128014,002753,2020-12-31,3.4,3.370145,103.001,12.6,8.49,11.037,1.9e-05,0.019771,52.8636,97.265347,5.896913,,,,0.29041095890410956,,12.6,2021-04-16
128105.XSHE,128105,002616,2020-12-31,8.0,7.999211,107.662,8.11,7.6,9.88,0.012004,0.005247,14.8866,91.263398,17.968432,,,,0.2684931506849315,,8.11,2021-04-08
113508.XSHG,113508,603225,2020-12-31,21.53,21.52167404,113.8,15.78,13.9,18.07,0.009134,0.064347,29.1916,98.021136,16.09741,,,,0.3150684931506849,,15.78,2021-04-25
128015.XSHE,128015,002279,2021-01-08,7.8,7.795676,96.49,9.48,4.24,5.512,0.003849,-0.011373,115.737,91.613354,5.323073,,,,0.410958904109589,,9.48,2021-06-07
113563.XSHG,113563,603368,2021-01-08,8.022,8.020047,107.79,24.47,20.88,27.144,-0.000556,-0.007001,26.3228,90.611203,18.958801,,,,0.019178082191780823,,24.47,2021-01-15
