trade_date,buysell,sec_id,shares,price,value,cash
2021-03-12,0,110053.XSHG,39,98.4,38376.0,258280.9411
2021-03-12,0,110057.XSHG,39,108.12,42166.8,216114.1411
2021-03-12,0,123007.XSHE,39,103.794,40479.659999999996,175634.4811
2021-03-19,1,128105.XSHE,39,103.55,40384.5,215998.78885
2021-03-19,1,113568.XSHG,39,103.55,40384.5,256363.09660000002
2021-03-19,1,123028.XSHE,39,108.46,42299.399999999994,298641.3469
2021-03-19,1,110053.XSHG,39,102.66,40037.399999999994,338658.7282
2021-03-19,0,110070.XSHG,38,98.08,37270.4,301388.3282
2021-03-19,0,113530.XSHG,38,98.3,37354.0,264034.3282
2021-03-19,0,128040.XSHE,38,104.351,39653.38,224380.94819999998
2021-03-19,0,128107.XSHE,38,104.413,39676.94,184704.00819999998
2021-03-26,1,127003.XSHE,38,107.99,41036.2,225719.69009999998
2021-03-26,1,123007.XSHE,38,99.99,37996.2,263696.892
2021-03-26,1,113530.XSHG,38,102.33,38885.4,302562.8493
2021-03-26,1,128040.XSHE,38,102.33,38885.4,341428.8066
2021-03-26,0,113532.XSHG,39,97.97,38208.3,303220.5066
2021-03-26,0,113568.XSHG,39,95.79,37358.100000000006,265862.4066
2021-03-26,0,128064.XSHE,39,109.005,42511.95,223350.45659999998
2021-03-26,0,128105.XSHE,39,106.35,41476.5,181873.95659999998
2021-04-02,1,128107.XSHE,39,96.223,37526.97,219382.16311499997
2021-04-02,1,113532.XSHG,39,96.223,37526.97,256890.36962999997
2021-04-02,1,128105.XSHE,39,101.17,39456.3,296326.94148
2021-04-02,0,113527.XSHG,40,106.0,42400.0,253926.94147999998
2021-04-02,0,113535.XSHG,40,97.37,38948.0,214978.94147999998
2021-04-02,0,128039.XSHE,40,102.994,41197.600000000006,173781.34147999997
2021-04-09,1,123023.XSHE,40,110.3,44120.0,217879.28147999998
2021-04-09,1,110070.XSHG,40,108.4,43360.0,261217.60147999998
2021-04-09,1,113527.XSHG,40,102.43,40972.00000000001,302169.11548
2021-04-09,1,128039.XSHE,40,107.53,43012.0,345159.60948
2021-04-09,0,123007.XSHE,38,100.56,38212.8,306946.80948
2021-04-09,0,128040.XSHE,38,97.74,37141.2,269805.60948
2021-04-09,0,128107.XSHE,38,96.43,36643.4,233162.20948
2021-04-09,0,128114.XSHE,38,104.37,39660.600000000006,193501.60947999998
2021-04-16,1,110068.XSHG,38,96.59,36704.2,230187.45737999998
2021-04-16,1,113535.XSHG,38,109.592,41644.96,271811.59489999997
2021-04-16,1,123007.XSHE,38,109.592,41644.96,313435.73241999996
2021-04-16,1,128040.XSHE,38,109.592,41644.96,355059.86993999995
2021-04-16,1,128114.XSHE,38,103.458,39314.04,394354.25291999994
2021-04-16,0,113532.XSHG,39,99.23,38699.700000000004,355654.55291999993
2021-04-16,0,123023.XSHE,39,84.122,32807.58,322846.9729199999
2021-04-16,0,123028.XSHE,39,107.48,41917.200000000004,280929.7729199999
2021-04-16,0,128039.XSHE,39,102.03,39791.7,241138.0729199999
2021-04-16,0,128105.XSHE,39,110.56,43118.4,198019.6729199999
2021-04-23,1,110056.XSHG,39,98.79,38528.100000000006,236528.5088699999
2021-04-23,1,113532.XSHG,39,86.661,33797.79,270309.3999749999
2021-04-23,1,123023.XSHE,39,86.661,33797.79,304090.2910799999
2021-04-23,1,128039.XSHE,39,108.09,42155.100000000006,346224.31352999987
2021-04-23,0,113030.XSHG,38,109.89,41758.2,304466.11352999986
2021-04-23,0,113527.XSHG,38,108.45,41211.0,263255.11352999986
2021-04-23,0,113535.XSHG,38,105.88,40234.399999999994,223020.71352999986
2021-04-23,0,127013.XSHE,38,96.99,36856.2,186164.51352999988
2021-04-30,1,113578.XSHG,38,107.55,40869.0,227013.07902999988
2021-04-30,1,128066.XSHE,38,107.55,40869.0,267861.6445299999
2021-04-30,1,128093.XSHE,38,107.55,40869.0,308710.2100299999
2021-04-30,1,128100.XSHE,38,107.55,40869.0,349558.7755299999
2021-04-30,1,110057.XSHG,38,109.5,41610.0,391147.97052999993
2021-04-30,1,123028.XSHE,38,107.1,40698.0,431825.62152999995
2021-04-30,1,128105.XSHE,38,107.1,40698.0,472503.27252999996
2021-04-30,1,113527.XSHG,38,109.2,41496.0,513978.52452999994
2021-04-30,0,110053.XSHG,38,90.29,34310.200000000004,479668.3245299999
2021-04-30,0,110056.XSHG,38,98.8,37544.0,442124.3245299999
2021-04-30,0,110068.XSHG,38,97.49,37046.2,405078.1245299999
2021-04-30,0,113027.XSHG,38,101.28,38486.4,366591.7245299999
2021-04-30,0,113530.XSHG,38,111.095,42216.1,324375.6245299999
2021-04-30,0,113576.XSHG,38,98.02,37247.6,287128.02452999994
2021-04-30,0,123007.XSHE,38,103.7,39406.0,247722.02452999994
2021-04-30,0,128040.XSHE,38,98.02,37247.6,210474.42452999993
2021-05-07,1,128064.XSHE,38,108.9,41382.0,251835.73352999994
2021-05-07,1,128107.XSHE,38,108.9,41382.0,293197.0425299999
2021-05-07,1,127013.XSHE,38,99.25,37715.0,330893.18502999994
2021-05-07,1,113027.XSHG,38,105.64,40143.200000000004,371016.3134299999
2021-05-07,1,123007.XSHE,38,101.85,38703.0,409699.96192999993
2021-05-07,0,110057.XSHG,38,105.15,39957.0,369742.96192999993
2021-05-07,0,113026.XSHG,38,109.01,41423.8,328319.16192999994
2021-05-07,0,113564.XSHG,38,110.42,41959.6,286359.56192999997
2021-05-07,0,113578.XSHG,38,100.14,38053.200000000004,248306.36192999996
2021-05-07,0,128066.XSHE,38,98.93,37593.4,210712.96192999996
2021-05-14,1,113568.XSHG,38,108.17,41104.6,251797.00962999996
2021-05-14,1,110053.XSHG,38,100.12,38045.600000000006,289823.5868299999
2021-05-14,1,113530.XSHG,38,103.26,39238.8,329042.76742999995
2021-05-14,1,113576.XSHG,38,103.26,39238.8,368261.94802999997
2021-05-14,1,110057.XSHG,38,101.97,38748.6,406991.17373
2021-05-14,1,113026.XSHG,38,101.97,38748.6,445720.39943
2021-05-14,0,113009.XSHG,38,99.8,37924.0,407796.39943
2021-05-14,0,113021.XSHG,38,100.28,38106.4,369689.99942999997
2021-05-14,0,127003.XSHE,38,100.32,38121.6,331568.39943
2021-05-14,0,127013.XSHE,38,106.781,40576.780000000006,290991.61942999996
2021-05-14,0,128064.XSHE,38,101.37,38520.600000000006,252471.01942999996
2021-05-14,0,128107.XSHE,38,112.12,42605.600000000006,209865.41942999995
2021-05-21,1,113030.XSHG,38,102.501,38950.38,248796.32423999996
2021-05-21,1,113535.XSHG,38,102.501,38950.38,287727.22904999997
2021-05-21,1,113564.XSHG,38,102.64,39003.200000000004,326710.92744999996
2021-05-21,1,113021.XSHG,38,105.231,39987.78,366678.71355999995
2021-05-21,0,110053.XSHG,38,109.29,41530.200000000004,325148.51355999993
2021-05-21,0,113017.XSHG,38,108.9,41382.0,283766.51355999993
2021-05-21,0,123007.XSHE,38,100.297,38112.86,245653.65355999995
2021-05-21,0,123023.XSHE,38,100.42,38159.6,207494.05355999994
2021-05-28,1,110056.XSHG,38,106.07,40306.6,247780.50025999994
2021-05-28,1,128040.XSHE,38,103.61,39371.799999999996,287132.61435999995
2021-05-28,1,110053.XSHG,38,108.09,41074.2,328186.27725999994
2021-05-28,1,113017.XSHG,38,108.09,41074.2,369239.94015999994
2021-05-28,1,123023.XSHE,38,108.25,41135.0,410354.37265999994
2021-05-28,0,110057.XSHG,37,100.05,37018.5,373335.87265999994
2021-05-28,0,113021.XSHG,37,100.09,37033.3,336302.57265999995
2021-05-28,0,113026.XSHG,37,100.3,37111.0,299191.57265999995
2021-05-28,0,113568.XSHG,37,114.1,42217.0,256974.57265999995
2021-05-28,0,128100.XSHE,37,107.99,39956.299999999996,217018.27265999996
2021-06-04,1,113534.XSHG,37,114.199,42253.630000000005,259250.77584499997
2021-06-04,1,127013.XSHE,37,101.33,37492.1,296724.12979499996
2021-06-04,1,123007.XSHE,37,105.93,39194.100000000006,335898.63274499995
2021-06-04,1,113026.XSHG,37,108.003,39961.11,375839.76219
2021-06-04,1,113568.XSHG,37,108.003,39961.11,415780.891635
2021-06-04,0,110053.XSHG,37,109.58,40544.6,375236.29163500003
2021-06-04,0,113532.XSHG,37,108.32,40078.399999999994,335157.891635
2021-06-04,0,123023.XSHE,37,100.401,37148.37,298009.521635
2021-06-04,0,128040.XSHE,37,116.82,43223.4,254786.12163500002
2021-06-04,0,128105.XSHE,37,125.45,46416.50000000001,208369.62163500002
2021-06-11,1,127003.XSHE,37,100.2,37074.0,245425.08463500004
2021-06-11,1,128064.XSHE,37,100.2,37074.0,282480.547635
2021-06-11,1,110053.XSHG,37,100.119,37044.03,319506.05562
2021-06-11,1,128040.XSHE,37,111.76,41351.2,360836.58002
2021-06-11,0,110043.XSHG,37,109.51,40518.700000000004,320317.88002
2021-06-11,0,113011.XSHG,37,110.415,40853.55,279464.33002
2021-06-11,0,113030.XSHG,37,100.91,37336.7,242127.63001999998
2021-06-11,0,123028.XSHE,37,114.58,42394.6,199733.03001999998
2021-06-18,1,113532.XSHG,37,116.411,43072.07000000001,242783.563985
2021-06-18,1,128105.XSHE,37,115.03,42561.1,285323.38343499997
2021-06-18,1,110043.XSHG,37,115.03,42561.1,327863.202885
2021-06-18,1,113030.XSHG,37,104.86,38798.200000000004,366642.00378499995
2021-06-18,1,123028.XSHE,37,104.86,38798.200000000004,405420.804685
2021-06-18,0,110053.XSHG,38,99.19,37692.2,367728.60468499997
2021-06-18,0,110056.XSHG,38,108.1,41078.0,326650.60468499997
2021-06-18,0,113530.XSHG,38,111.04,42195.200000000004,284455.40468499996
2021-06-18,0,127006.XSHE,38,103.02,39147.6,245307.80468499995
2021-06-18,0,128064.XSHE,38,101.37,38520.600000000006,206787.20468499995
