trade_date,buysell,sec_id,shares,price,value,cash
2021-04-30,1,128093.XSHE,73,109.5,79935.0,348402.10262500006
2021-04-30,1,128032.XSHE,73,112.52,82139.59999999999,430500.6328250001
2021-04-30,0,110053.XSHG,72,112.46,80971.2,349529.4328250001
2021-04-30,0,110070.XSHG,72,111.095,79988.4,269541.0328250001
2021-04-30,0,128033.XSHE,72,98.8,71136.0,198405.03282500012
2021-05-07,1,110070.XSHG,72,112.66,81115.2,279479.67522500013
2021-05-07,1,128033.XSHE,72,112.66,81115.2,360554.31762500014
2021-05-07,0,113030.XSHG,73,110.42,80606.6,279947.71762500016
2021-05-07,0,113564.XSHG,73,113.57,82906.09999999999,197041.6176250002
2021-05-14,1,113033.XSHG,73,106.99,78102.7,275105.2662750002
2021-05-14,1,113536.XSHG,73,108.17,78964.1,354029.88422500016
2021-05-14,0,110033.XSHG,72,103.26,74347.2,279682.68422500015
2021-05-14,0,128034.XSHE,72,110.23,79365.6,200317.08422500014
2021-05-21,1,128040.XSHE,72,105.231,75766.31999999999,276045.52106500015
2021-05-21,1,113030.XSHG,72,116.53,83901.6,359905.17026500014
2021-05-21,1,113564.XSHG,72,116.53,83901.6,443764.8194650001
2021-05-21,0,110070.XSHG,71,108.8,77248.0,366516.8194650001
2021-05-21,0,113033.XSHG,71,108.9,77319.0,289197.8194650001
2021-05-21,0,113536.XSHG,71,121.41,86201.1,202996.71946500012
2021-05-28,1,128034.XSHE,71,119.61,84923.09999999999,287877.3579150001
2021-05-28,1,113033.XSHG,71,118.37,84042.70000000001,371878.03656500013
2021-05-28,0,128093.XSHE,69,110.08,75955.2,295922.8365650001
2021-05-28,0,128106.XSHE,69,110.9,76521.0,219401.83656500012
2021-06-04,1,128107.XSHE,69,114.99,79343.09999999999,298705.2650150001
2021-06-04,1,113568.XSHG,69,116.83,80612.7,379277.6586650001
2021-06-04,0,113030.XSHG,69,114.199,78797.31,300480.3486650001
2021-06-04,0,128105.XSHE,69,115.54,79722.6,220757.7486650001
2021-06-11,1,110057.XSHG,69,114.531,79026.39,299744.6254700001
2021-06-11,1,128093.XSHE,69,114.7,79143.0,378848.0539700001
2021-06-11,1,113030.XSHG,69,121.71,83979.9,462785.96402000013
2021-06-11,1,128105.XSHE,69,121.71,83979.9,546723.8740700001
2021-06-11,0,113012.XSHG,68,117.58,79954.4,466769.4740700001
2021-06-11,0,123007.XSHE,68,116.96,79532.8,387236.6740700001
2021-06-11,0,123048.XSHE,68,111.135,75571.8,311664.87407000014
2021-06-11,0,128107.XSHE,68,114.531,77881.08,233783.79407000012
2021-06-18,1,128106.XSHE,68,115.17,78315.6,312060.2362700001
2021-06-18,1,113012.XSHG,68,115.17,78315.6,390336.6784700001
2021-06-18,0,113505.XSHG,70,111.02,77714.0,312622.6784700001
2021-06-18,0,113568.XSHG,70,108.1,75670.0,236952.6784700001
