trade_date,total_value,mkt_value,cash
2021-06-04,999999.9999999999,798598.08,201401.91999999993
2021-06-11,996606.6651999997,794544.4799999997,202062.1851999999
2021-06-18,996464.2451999998,794402.0599999998,202062.1851999999
