trade_date,sec_id,shares,price,value
2021-02-10,110053.XSHG,78,101.75,79365.0
2021-02-10,113563.XSHG,78,101.5,79170.0
2021-02-10,113565.XSHG,78,108.73,84809.40000000001
2021-02-10,113588.XSHG,78,98.05,76479.0
2021-02-10,123007.XSHE,78,96.57,75324.59999999999
2021-02-10,127012.XSHE,78,103.55,80769.0
2021-02-10,128015.XSHE,78,109.02,85035.59999999999
2021-02-10,128056.XSHE,78,98.39,76744.2
2021-02-10,128109.XSHE,78,103.0,80340.0
2021-02-19,110051.XSHG,77,96.346,74186.42
2021-02-19,110053.XSHG,77,108.061,83206.97
2021-02-19,113024.XSHG,77,104.28,80295.6
2021-02-19,113563.XSHG,77,109.08,83991.6
2021-02-19,113588.XSHG,77,100.0,77000.0
2021-02-19,127012.XSHE,77,99.36,76507.2
2021-02-19,127016.XSHE,77,113.5,87395.0
2021-02-19,128015.XSHE,77,103.1,79387.0
2021-02-19,128056.XSHE,77,100.1,77077.0
2021-02-19,128109.XSHE,77,103.07,79363.9
2021-02-26,110051.XSHG,77,96.637,74410.49
2021-02-26,110053.XSHG,77,106.68,82143.6
2021-02-26,113563.XSHG,77,102.83,79179.1
2021-02-26,113588.XSHG,77,98.18,75598.6
2021-02-26,123007.XSHE,77,109.1,84006.99999999999
2021-02-26,127012.XSHE,77,99.103,76309.31
2021-02-26,127016.XSHE,77,107.846,83041.42
2021-02-26,128015.XSHE,77,115.18,88688.6
2021-02-26,128056.XSHE,77,103.41,79625.7
2021-02-26,128109.XSHE,77,99.302,76462.54000000001
2021-03-05,110053.XSHG,77,97.99,75452.29999999999
2021-03-05,113024.XSHG,77,108.203,83316.31
2021-03-05,113563.XSHG,77,104.4,80388.0
2021-03-05,113588.XSHG,77,110.08,84761.6
2021-03-05,123007.XSHE,77,98.37,75744.90000000001
2021-03-05,127012.XSHE,77,104.0,80080.0
2021-03-05,127016.XSHE,77,107.209,82550.93000000001
2021-03-05,128015.XSHE,77,104.14,80187.8
2021-03-05,128056.XSHE,77,99.015,76241.55
2021-03-05,128109.XSHE,77,102.01,78547.70000000001
2021-03-12,110053.XSHG,75,98.333,73749.75
2021-03-12,113024.XSHG,75,109.3,81975.0
2021-03-12,113563.XSHG,75,107.8,80850.0
2021-03-12,113588.XSHG,75,99.2,74400.0
2021-03-12,123007.XSHE,75,112.0,84000.0
2021-03-12,127012.XSHE,75,103.794,77845.5
2021-03-12,127016.XSHE,75,105.42,79065.0
2021-03-12,128015.XSHE,75,100.0,75000.0
2021-03-12,128035.XSHE,75,104.03,78022.5
2021-03-12,128109.XSHE,75,113.15,84862.5
2021-03-19,110053.XSHG,76,98.867,75138.92000000001
2021-03-19,113024.XSHG,76,109.588,83286.88
2021-03-19,113563.XSHG,76,107.54,81730.40000000001
2021-03-19,113588.XSHG,76,112.41,85431.6
2021-03-19,123007.XSHE,76,101.16,76881.6
2021-03-19,127012.XSHE,76,104.946,79758.95999999999
2021-03-19,127016.XSHE,76,104.413,79353.88
2021-03-19,128015.XSHE,76,107.099,81395.24
2021-03-19,128056.XSHE,76,101.0,76760.0
2021-03-19,128109.XSHE,76,103.67,78789.2
2021-03-26,110053.XSHG,76,99.067,75290.92
2021-03-26,113024.XSHG,76,106.3,80788.0
2021-03-26,113563.XSHG,76,106.84,81198.4
2021-03-26,113588.XSHG,76,112.13,85218.79999999999
2021-03-26,123007.XSHE,76,105.63,80278.79999999999
2021-03-26,127012.XSHE,76,103.5,78660.0
2021-03-26,127016.XSHE,76,103.121,78371.95999999999
2021-03-26,128015.XSHE,76,105.7,80332.0
2021-03-26,128056.XSHE,76,100.0,76000.0
2021-03-26,128109.XSHE,76,103.72,78827.2
2021-04-02,110053.XSHG,76,99.49,75612.4
2021-04-02,113563.XSHG,76,106.55,80978.0
2021-04-02,113565.XSHG,76,109.03,82862.8
2021-04-02,113588.XSHG,76,112.97,85857.2
2021-04-02,123007.XSHE,76,106.31,80795.6
2021-04-02,127012.XSHE,76,101.851,77406.76
2021-04-02,127016.XSHE,76,103.687,78802.12
2021-04-02,128015.XSHE,76,103.51,78667.6
2021-04-02,128056.XSHE,76,107.32,81563.2
2021-04-02,128109.XSHE,76,99.5,75620.0
2021-04-09,110053.XSHG,74,99.65,73741.0
2021-04-09,113011.XSHG,74,108.632,80387.68
2021-04-09,113563.XSHG,74,110.82,82006.8
2021-04-09,113588.XSHG,74,113.11,83701.4
2021-04-09,123007.XSHE,74,109.0,80660.0
2021-04-09,127012.XSHE,74,102.288,75693.12
2021-04-09,127016.XSHE,74,120.54,89199.6
2021-04-09,128015.XSHE,74,104.37,77233.8
2021-04-09,128056.XSHE,74,108.3,80142.0
2021-04-09,128109.XSHE,74,100.012,74008.88
2021-04-16,110053.XSHG,74,99.986,73989.64
2021-04-16,113011.XSHG,74,108.449,80252.26
2021-04-16,113024.XSHG,74,112.95,83583.00000000001
2021-04-16,113588.XSHG,74,107.4,79476.0
2021-04-16,123007.XSHE,74,104.2,77108.0
2021-04-16,127012.XSHE,74,119.91,88733.4
2021-04-16,127016.XSHE,74,101.901,75406.74
2021-04-16,128015.XSHE,74,108.7,80438.0
2021-04-16,128056.XSHE,74,99.351,73519.74
2021-04-16,128109.XSHE,74,104.75,77515.0
2021-04-23,110053.XSHG,74,101.19,74880.59999999999
2021-04-23,113011.XSHG,74,113.92,84300.8
2021-04-23,113024.XSHG,74,106.83,79054.2
2021-04-23,113588.XSHG,74,103.8,76812.0
2021-04-23,123007.XSHE,74,118.9,87986.0
2021-04-23,127012.XSHE,74,103.055,76260.70000000001
2021-04-23,127016.XSHE,74,106.4,78736.0
2021-04-23,128015.XSHE,74,100.0,74000.0
2021-04-23,128035.XSHE,74,103.0,76220.0
2021-04-23,128056.XSHE,74,113.3,83841.99999999999
2021-04-30,110051.XSHG,74,101.201,74888.73999999999
2021-04-30,110053.XSHG,74,110.01,81407.40000000001
2021-04-30,113011.XSHG,74,118.47,87667.8
2021-04-30,113563.XSHG,74,106.14,78543.59999999999
2021-04-30,113588.XSHG,74,102.378,75759.72
2021-04-30,123007.XSHE,74,116.01,85847.4
2021-04-30,127012.XSHE,74,103.7,76738.0
2021-04-30,127016.XSHE,74,115.85,85729.0
2021-04-30,128015.XSHE,74,107.2,79328.0
2021-04-30,128056.XSHE,74,98.64,72993.59999999999
2021-05-07,110051.XSHG,73,101.73,74262.9
2021-05-07,110053.XSHG,73,110.04,80329.2
2021-05-07,113011.XSHG,73,118.0,86140.0
2021-05-07,113563.XSHG,73,105.65,77124.5
2021-05-07,113588.XSHG,73,103.5,75555.0
2021-05-07,123007.XSHE,73,115.36,84212.8
2021-05-07,123050.XSHE,73,104.111,76001.03
2021-05-07,127012.XSHE,73,115.77,84512.09999999999
2021-05-07,128015.XSHE,73,109.221,79731.33
2021-05-07,128056.XSHE,73,107.5,78475.0
2021-05-14,110051.XSHG,72,101.6,73152.0
2021-05-14,110053.XSHG,72,110.0,79200.0
2021-05-14,113011.XSHG,72,105.95,76284.0
2021-05-14,113563.XSHG,72,120.65,86868.00000000001
2021-05-14,113588.XSHG,72,105.741,76133.52
2021-05-14,123007.XSHE,72,118.2,85104.0
2021-05-14,123050.XSHE,72,106.999,77039.28
2021-05-14,127012.XSHE,72,115.96,83491.19999999998
2021-05-14,128015.XSHE,72,109.65,78948.0
2021-05-14,128056.XSHE,72,109.231,78646.31999999999
2021-05-21,110051.XSHG,72,101.291,72929.51999999999
2021-05-21,110053.XSHG,72,113.099,81431.28
2021-05-21,113011.XSHG,72,108.54,78148.8
2021-05-21,113563.XSHG,72,121.41,87415.20000000001
2021-05-21,113588.XSHG,72,107.97,77738.4
2021-05-21,123007.XSHE,72,107.489,77392.08
2021-05-21,123050.XSHE,72,117.91,84895.20000000001
2021-05-21,128015.XSHE,72,106.735,76849.2
2021-05-21,128056.XSHE,72,116.5,83880.0
2021-05-21,128109.XSHE,72,109.84,79084.8
2021-05-28,110051.XSHG,71,101.888,72340.48000000001
2021-05-28,110053.XSHG,71,109.94,78057.4
2021-05-28,113011.XSHG,71,106.21,75409.1
2021-05-28,113563.XSHG,71,124.21,88189.1
2021-05-28,113588.XSHG,71,108.258,76863.18
2021-05-28,123007.XSHE,71,118.68,84262.8
2021-05-28,127012.XSHE,71,108.25,76857.5
2021-05-28,128015.XSHE,71,120.0,85200.0
2021-05-28,128056.XSHE,71,109.994,78095.73999999999
2021-05-28,128106.XSHE,71,112.9,80159.0
2021-06-04,110051.XSHG,70,101.441,71008.7
2021-06-04,110053.XSHG,70,108.8,76160.0
2021-06-04,113011.XSHG,70,108.01,75607.0
2021-06-04,113563.XSHG,70,125.45,87815.0
2021-06-04,113588.XSHG,70,108.1,75670.0
2021-06-04,123007.XSHE,70,117.93,82551.0
2021-06-04,127012.XSHE,70,113.549,79484.3
2021-06-04,128015.XSHE,70,121.17,84819.0
2021-06-04,128056.XSHE,70,110.47,77329.0
2021-06-04,128106.XSHE,70,113.101,79170.7
2021-06-11,110051.XSHG,71,102.43,72725.3
2021-06-11,110053.XSHG,71,109.55,77780.5
2021-06-11,113011.XSHG,71,107.1,76041.0
2021-06-11,113563.XSHG,71,124.79,88600.9
2021-06-11,113588.XSHG,71,108.545,77066.95
2021-06-11,123007.XSHE,71,116.93,83020.3
2021-06-11,127012.XSHE,71,117.12,83155.20000000001
2021-06-11,128015.XSHE,71,114.7,81437.0
2021-06-11,128056.XSHE,71,109.999,78099.29000000001
2021-06-11,128106.XSHE,71,111.135,78905.85
2021-06-18,110051.XSHG,72,100.88,72633.59999999999
2021-06-18,110053.XSHG,72,107.3,77256.0
2021-06-18,113011.XSHG,72,105.89,76240.8
2021-06-18,113563.XSHG,72,121.6,87551.99999999999
2021-06-18,113565.XSHG,72,106.927,76987.44
2021-06-18,113588.XSHG,72,115.03,82821.6
2021-06-18,123007.XSHE,72,114.02,82094.40000000001
2021-06-18,127012.XSHE,72,115.17,82922.4
2021-06-18,128015.XSHE,72,106.39,76600.8
2021-06-18,128056.XSHE,72,107.51,77407.2
