sec_id,cb_close,evalute_price,prem_ratio,trade_date,pure_bond_close,option_price,duration,volatality,strike_price,stock_price,accrual_end_date
110043.XSHG,98.82,94.38994620178457,1.046933534518019,20190111,92.53536700000001,1.8545792017845624,4.052054794520548,0.3411561383882752,6.7,5.44,2023-01-29
110047.XSHG,104.5,99.3658404261121,1.0516692613062095,20190111,98.01946600000001,1.3463744261120902,4.86027397260274,0.3230813087134568,3.34,3.24,2023-11-20
128018.XSHE,89.81,90.78956721761642,0.989210575095391,20190111,89.565127,1.224440217616419,3.819178082191781,0.39699529689909424,11.83,5.88,2022-11-05
128050.XSHE,97.921,113.5301301388636,0.8625111226440824,20190111,100.203356,13.326774138863591,4.912328767123288,0.699066522986189,21.74,21.08,2023-12-09
113502.XSHG,91.9,98.04668525192807,0.9373085868621225,20190111,91.61732099999999,6.4293642519280745,3.83013698630137,0.466783680091753,45.27,23.27,2022-11-09
127003.XSHE,93.512,100.9316179168795,0.9264886655934734,20190111,100.669691,0.26192691687950387,2.4054794520547946,0.23224376297330354,3.5,2.5,2021-06-07
123010.XSHE,93.859,94.90841269585783,0.9889428906663862,20190111,91.429149,3.4792636958578425,4.47945205479452,0.41328726130864474,14.3,10.33,2023-07-04
128026.XSHE,89.9,90.8937838712962,0.9890665364674072,20190111,89.25489499999999,1.6388888712962044,3.9205479452054797,0.3680324737845833,11.64,6.73,2022-12-12
113014.XSHG,96.31,90.75587909800048,1.0611984695338805,20190111,89.675188,1.0806910980004758,3.791780821917808,0.40256105132016934,8.76,4.92,2022-10-26
110031.XSHG,107.8,104.45924459866565,1.0319814240871605,20190111,101.826727,2.6325175986656375,1.4164383561643836,0.4903790574647331,42.38,24.83,2020-06-11
128022.XSHE,95.585,90.65551797578829,1.0543759732918656,20190111,88.907015,1.7485029757882866,3.8876712328767122,0.46731739090258556,11.0,6.39,2022-11-30
128051.XSHE,99.09,99.20228334728522,0.9988681374712703,20190111,92.046816,7.1554673472852155,4.923287671232877,0.43687981871448356,17.03,15.08,2023-12-13
113019.XSHG,102.57,100.6841347237867,1.0187305108335778,20190111,97.783723,2.9004117237867026,3.1342465753424658,0.28368244330589093,18.84,14.23,2022-02-28
128036.XSHE,90.7,90.98878693530263,0.9968261261081768,20190111,88.704301,2.284485935302631,4.156164383561644,0.34021910963377705,9.62,7.2,2023-03-08
113017.XSHG,95.0,92.02078875411546,1.0323754152319338,20190111,91.381956,0.6388327541154519,3.958904109589041,0.2931761965780988,2.96,2.21,2022-12-26
127004.XSHE,90.35,96.10059334445326,0.9401606884585882,20190111,95.952976,0.14761734445325586,3.389041095890411,0.3104232440394888,7.72,3.18,2022-06-01
113008.XSHG,110.03,103.42940987835989,1.063817342953062,20190111,102.610635,0.8187748783598925,1.0575342465753426,0.2802008476789462,5.19,5.14,2020-02-01
113009.XSHG,105.52,100.92349767336157,1.0455444215926304,20190111,99.684201,1.2392966733615585,2.03013698630137,0.2940866844316485,14.74,10.61,2021-01-21
128029.XSHE,101.0,95.32804497674515,1.0594993322756017,20190111,93.590175,1.7378699767451444,2.9452054794520546,0.42310632233517853,8.75,6.0,2021-12-21
113521.XSHG,95.15,96.5382004873104,0.9856201951113345,20190111,92.10771700000001,4.430483487310394,4.846575342465753,0.5502149361840334,8.95,7.86,2023-11-15
110034.XSHG,102.6,101.97413495112293,1.0061374881893046,20190111,100.104832,1.8693029511229384,2.010958904109589,0.2646428053811401,18.42,14.54,2021-01-14
128013.XSHE,91.96799999999999,96.72055708544197,0.9508630095953271,20190111,96.69864799999999,0.021909085441971187,2.5452054794520547,0.328559079862359,9.98,3.16,2021-07-28
128014.XSHE,95.24,97.1064155300754,0.9807796887580786,20190111,94.461323,2.645092530075398,3.263013698630137,0.42368660347006487,13.53,9.56,2022-04-16
128043.XSHE,98.04,97.17814522350763,1.0088688127820318,20190111,92.715041,4.4631042235076235,4.556164383561644,0.4084227956909359,11.43,10.29,2023-08-01
113519.XSHG,102.35,102.05370777737305,1.0029032969901819,20190111,96.389259,5.664448777373054,4.821917808219178,0.4110998858671698,11.99,11.4,2023-11-06
113524.XSHG,97.73,100.8007560803472,0.9695363784979992,20190111,93.708058,7.092698080347208,4.923287671232877,0.5165889749113893,14.76,13.83,2023-12-13
127007.XSHE,96.95,97.69031506572811,0.9924218171962081,20190111,94.787028,2.90328706572811,4.46027397260274,0.3771519871881891,10.16,7.74,2023-06-27
113505.XSHG,95.37,92.62823697788129,1.0295996459780772,20190111,90.54292,2.0853169778812943,4.147945205479452,0.3938524373924834,7.29,5.75,2023-03-05
123004.XSHE,94.796,,,20190111,88.722103,,3.9342465753424656,,8.23,3.8,2022-12-17
110033.XSHG,104.6,101.59408003902524,1.0295875503751801,20190111,100.271303,1.3227770390252345,1.9835616438356165,0.32255683753410036,8.61,7.08,2021-01-04
128042.XSHE,96.749,98.12214853234202,0.9860057229394092,20190111,94.20761800000001,3.9145305323420105,4.5479452054794525,0.3652097334956997,13.25,10.7,2023-07-29
123011.XSHE,101.3,109.95393958418269,0.9212948656782135,20190111,94.62344399999999,15.3304955841827,4.515068493150685,0.36165848531452977,34.96,34.61,2023-07-17
128010.XSHE,99.13799999999999,100.31085005379735,0.9883078445335838,20190111,100.072542,0.23830805379735123,2.03013698630137,0.42618380335249717,9.28,4.17,2021-01-21
128049.XSHE,95.258,95.29335964338827,0.9996289390622747,20190111,91.98644,3.306919643388268,4.876712328767123,0.48304714287530987,7.58,6.87,2023-11-26
128040.XSHE,91.13,95.0478425030071,0.9587803110535291,20190111,91.654669,3.393173503007107,4.421917808219178,0.4963912774817865,11.45,7.52,2023-06-13
128030.XSHE,94.806,93.96117153376653,1.0089912508799432,20190111,93.06065500000001,0.9005165337665151,3.9452054794520546,0.284222718937104,8.15,4.79,2022-12-21
128037.XSHE,90.51899999999999,91.70973970137342,0.9870162132697058,20190111,90.445164,1.2645757013734125,4.1726027397260275,0.38801206166819086,8.03,4.51,2023-03-14
128032.XSHE,95.1,90.88840608570517,1.0463380765014563,20190111,89.02785899999999,1.8605470857051751,3.9534246575342467,0.4020493430413735,9.99,6.23,2022-12-24
113012.XSHG,96.5,93.49344761219714,1.0321578941047695,20190111,92.124439,1.3690086121971488,3.197260273972603,0.3077658216891538,13.44,8.69,2022-03-23
128023.XSHE,90.821,92.07460198646667,0.9863849317898661,20190111,91.2577,0.8169019864666687,3.8958904109589043,0.36654323073820366,10.34,4.94,2022-12-03
128015.XSHE,94.12100000000001,95.1234833454884,0.9894612422691947,20190111,93.301648,1.821835345488393,3.4054794520547946,0.46051478569097,12.86,7.58,2022-06-07
128012.XSHE,87.7,83.40021313402447,1.051556065678942,20190118,83.342805,0.057408134024465776,2.254794520547945,0.45434002988950906,7.71,2.07,2021-04-20
110041.XSHG,100.6,93.91312573873752,1.0712027654139111,20190118,93.280552,0.6325737387375215,3.926027397260274,0.2227162410781935,2.92,2.35,2022-12-21
110043.XSHG,98.8,94.6636962991967,1.04369471996667,20190118,92.739602,1.9240942991966992,4.032876712328767,0.3396290935123197,6.7,5.47,2023-01-29
128018.XSHE,89.83,90.64457401357471,0.9910135380695515,20190118,89.655214,0.9893600135747119,3.8,0.3986857600165825,11.83,5.83,2022-11-05
128050.XSHE,97.88799999999999,113.22936363329846,0.8645107316598317,20190118,100.18812700000001,13.04123663329845,4.8931506849315065,0.6998257966379919,21.74,20.28,2023-12-09
113502.XSHG,92.54,99.55689751315707,0.9295187205665009,20190118,91.707481,7.849416513157066,3.8109589041095893,0.46216688505344045,45.27,25.21,2022-11-09
127003.XSHE,93.302,101.21790965939607,0.9217933892723773,20190118,100.970648,0.24726165939608036,2.3863013698630136,0.2332749214982185,3.5,2.51,2021-06-07
123010.XSHE,93.93299999999999,95.25442883816123,0.9861273763931085,20190118,91.518709,3.7357198381612284,4.46027397260274,0.41309914335423165,14.3,10.26,2023-07-04
110045.XSHG,100.15,96.26609790936129,1.040345481690715,20190118,93.18583100000001,3.080266909361284,4.482191780821918,0.4170968472669147,12.4,8.72,2023-07-12
128026.XSHE,89.76899999999999,91.2240029430767,0.9840502181867132,20190118,89.344925,1.8790779430766948,3.9013698630136986,0.36854293991338377,11.64,6.81,2022-12-12
113014.XSHG,96.66,90.94374172570323,1.0628548833138804,20190118,89.765315,1.1784267257032324,3.7726027397260276,0.39950805754077096,8.76,4.97,2022-10-26
110031.XSHG,108.01,104.52826200832956,1.033309058476386,20190118,102.126293,2.40196900832956,1.3972602739726028,0.49084144829058596,42.38,25.13,2020-06-11
128051.XSHE,97.50200000000001,98.99479229164726,0.9849204967545226,20190118,92.031273,6.963519291647254,4.904109589041096,0.43886109875449203,17.03,14.53,2023-12-13
128022.XSHE,94.555,91.03982793089727,1.038611365475898,20190118,88.99640500000001,2.043422930897272,3.8684931506849316,0.4684436305896367,10.99,6.02,2022-11-30
113019.XSHG,102.8,101.2651574100745,1.0151566701635601,20190118,97.975537,3.2896204100744972,3.115068493150685,0.28465418008523957,18.84,14.55,2022-02-28
128036.XSHE,91.14,90.71797423029703,1.0046520634227525,20190118,88.794341,1.9236332302970245,4.136986301369863,0.3478198741302745,9.62,6.95,2023-03-08
113017.XSHG,94.77,92.1406845743888,1.028535878995868,20190118,91.585194,0.5554905743887929,3.9397260273972603,0.29294311044979365,2.96,2.22,2022-12-26
127004.XSHE,89.85,96.37292132032101,0.9323158286481702,20190118,96.157472,0.21544932032101458,3.3698630136986303,0.31012228226942995,7.72,3.15,2022-06-01
113008.XSHG,109.1,103.64956601685199,1.0525852079521667,20190118,102.87767,0.7718960168520032,1.0383561643835617,0.2776266972753161,5.19,5.06,2020-02-01
113009.XSHG,105.5,100.79546373413069,1.0466740872216087,20190118,99.848395,0.9470687341306957,2.010958904109589,0.2940218705470734,14.74,10.26,2021-01-21
113521.XSHG,95.79,95.79450989102354,0.9999529211952891,20190118,92.093308,3.701201891023539,4.8273972602739725,0.5501387731836395,8.95,7.79,2023-11-15
110034.XSHG,102.78,101.58568124296968,1.0117567627879935,20190118,99.67080899999999,1.9148722429696905,1.9917808219178081,0.26450922290158424,18.42,14.56,2021-01-14
128013.XSHE,91.637,96.91239245265568,0.9455653470196512,20190118,96.884455,0.027937452655679377,2.526027397260274,0.3274699610040591,9.98,3.11,2021-07-28
128014.XSHE,95.2,97.35941201417327,0.9778202027980725,20190118,94.663211,2.69620101417327,3.243835616438356,0.4154938796179794,13.53,9.6,2022-04-16
123004.XSHE,93.84,,,20190118,88.811426,,3.915068493150685,,8.23,3.66,2022-12-17
113519.XSHG,102.8,101.80927338941447,1.0097312020565754,20190118,96.375433,5.433840389414475,4.802739726027397,0.40954349029132425,11.99,11.31,2023-11-06
113524.XSHG,97.46,100.38951497615935,0.9708185164869553,20190118,93.692515,6.6969999761593515,4.904109589041096,0.5160649371542306,14.76,13.58,2023-12-13
127007.XSHE,96.76,97.67695563176648,0.9906123647503582,20190118,95.00210899999999,2.6748466317664854,4.441095890410959,0.37762981365353027,10.16,7.61,2023-06-27
113505.XSHG,93.97,92.50475350430067,1.015839688666715,20190118,90.632793,1.8719605043006626,4.1287671232876715,0.39577695885435266,7.29,5.31,2023-03-05
128043.XSHE,99.19,97.33168576373876,1.019092592732567,20190118,92.705083,4.626602763738764,4.536986301369863,0.40596954447347405,11.43,10.76,2023-08-01
110033.XSHG,104.99,101.64972983814171,1.032860590649646,20190118,100.437026,1.2127038381417083,1.9643835616438357,0.32133240384374556,8.61,7.08,2021-01-04
128042.XSHE,97.29299999999999,98.33884563087032,0.9893648778958005,20190118,94.197836,4.141009630870327,4.528767123287671,0.36708407233221113,13.25,10.52,2023-07-29
123011.XSHE,100.82,110.39448141002472,0.9132702895313815,20190118,94.61438000000001,15.780101410024715,4.495890410958904,0.36211213892936533,34.96,34.86,2023-07-17
128010.XSHE,99.11,100.68933571282145,0.9843147667859692,20190118,100.35058199999999,0.3387537128214641,2.010958904109589,0.42626168488382815,9.28,4.18,2021-01-21
128049.XSHE,95.15100000000001,95.259896619354,0.9988568471810428,20190118,91.971568,3.288328619353987,4.857534246575343,0.4837029863873077,7.58,6.79,2023-11-26
128040.XSHE,91.211,94.75259517425569,0.962622710568059,20190118,91.744315,3.00828017425569,4.402739726027397,0.495790721978538,11.45,7.54,2023-06-13
128030.XSHE,95.26,94.0069750563498,1.0133290635391587,20190118,93.150559,0.8564160563498042,3.926027397260274,0.28602885141188117,8.15,4.86,2022-12-21
128037.XSHE,90.34,91.54148478305574,0.9868749694643567,20190118,90.535002,1.0064827830557266,4.153424657534247,0.37460773195437386,8.03,4.39,2023-03-14
128032.XSHE,95.75,91.17876667746108,1.0501348448670003,20190118,89.117751,2.061015677461088,3.9342465753424656,0.40281744828147653,9.99,6.24,2022-12-24
113012.XSHG,96.17,93.73083775303729,1.0260230496753846,20190118,92.32359,1.4072477530372907,3.1780821917808217,0.30851688115887593,13.44,8.65,2022-03-23
128023.XSHE,90.31700000000001,92.12469118090291,0.9803777775780742,20190118,91.347677,0.7770141809029105,3.8767123287671232,0.3644473007720046,10.34,4.65,2022-12-03
128015.XSHE,93.90100000000001,95.3362454023452,0.984945438156411,20190118,93.505021,1.831224402345195,3.3863013698630136,0.461739257850142,12.86,7.56,2022-06-07
128012.XSHE,87.663,83.36488002526664,1.0515579219142481,20190125,83.319553,0.04532702526665078,2.2356164383561645,0.4549847427771616,7.71,2.07,2021-04-20
110043.XSHG,100.02,94.52104443812632,1.05817705035489,20190125,92.636943,1.8841014381263155,4.013698630136986,0.33923116602104825,6.7,5.45,2023-01-29
128018.XSHE,90.199,90.86350910124256,0.9926867330150969,20190125,89.650761,1.2127481012425487,3.780821917808219,0.4108571235843429,11.83,6.17,2022-11-05
128050.XSHE,96.54,113.50793817284632,0.8505132024598309,20190125,100.045231,13.46270717284632,4.873972602739726,0.6999274286952898,21.74,18.97,2023-12-09
113502.XSHG,92.48,99.26074486015892,0.9316875480864887,20190125,91.702911,7.55783386015892,3.791780821917808,0.4590790114566337,45.27,25.87,2022-11-09
127003.XSHE,92.781,101.09937666592708,0.9177207917570617,20190125,100.863111,0.2362656659270767,2.367123287671233,0.23002652890482,3.5,2.47,2021-06-07
123010.XSHE,93.521,94.5238684828935,0.989390314859204,20190125,91.503582,3.020286482893514,4.441095890410959,0.4131943591580117,14.3,9.37,2023-07-04
110045.XSHG,101.33,96.8824090425133,1.045907105339784,20190125,93.06975600000001,3.8126530425132925,4.463013698630137,0.4169624455511551,12.4,8.94,2023-07-12
128026.XSHE,89.6,90.82823492332095,0.9864773886186619,20190125,89.338806,1.4894289233209441,3.882191780821918,0.36812117705994585,11.64,6.81,2022-12-12
128044.XSHE,95.30799999999999,91.59420185482917,1.0405462143887334,20190125,88.710574,2.883627854829178,4.550684931506849,0.3900596564116827,10.63,7.95,2023-08-13
110031.XSHG,108.45,104.56828451159114,1.0371213461762259,20190125,102.006051,2.5622335115911494,1.378082191780822,0.49227799223609414,42.38,24.84,2020-06-11
113014.XSHG,98.21,91.1217134384936,1.077789215040287,20190125,89.76133399999999,1.3603794384936128,3.7534246575342465,0.40056443681385395,8.76,5.16,2022-10-26
128022.XSHE,95.425,90.74688815640877,1.0515512095084534,20190125,88.990706,1.756182156408765,3.8493150684931505,0.4682617790937031,10.99,5.76,2022-11-30
128051.XSHE,100.302,98.63578032954875,1.0168926495525692,20190125,91.887834,6.747946329548759,4.884931506849315,0.43943880047169254,17.03,14.9,2023-12-13
113019.XSHG,104.6,100.86696845450925,1.0370094551535405,20190125,97.768345,3.0986234545092537,3.095890410958904,0.2845782302988055,18.84,14.34,2022-02-28
128036.XSHE,89.899,90.861788351219,0.9894038146432093,20190125,88.784552,2.077236351218993,4.117808219178082,0.34770929812128987,9.62,6.72,2023-03-08
113017.XSHG,96.09,92.0552211160532,1.0438299841663536,20190125,91.484887,0.5703341160532076,3.9205479452054797,0.29233754462949163,2.96,2.18,2022-12-26
127004.XSHE,89.766,96.13360281211189,0.9337629858254971,20190125,95.953661,0.1799418121118975,3.350684931506849,0.3089857750123782,7.72,3.12,2022-06-01
113008.XSHG,110.68,103.46971270370163,1.069685003542495,20190125,102.78404499999999,0.6856677037016392,1.0191780821917809,0.2735597941949804,5.19,4.98,2020-02-01
113009.XSHG,107.5,99.7991238582277,1.0771637650117247,20190125,98.71959,1.0795338582277123,1.9917808219178081,0.2941271085772272,14.74,10.38,2021-01-21
128029.XSHE,102.22,95.09890114958935,1.0748809793207732,20190125,93.581092,1.5178091495893586,2.9068493150684933,0.41837406726516885,8.75,6.11,2021-12-21
113521.XSHG,95.23,95.87635819843298,0.9932584193791004,20190125,91.95249100000001,3.9238671984329727,4.808219178082192,0.5507006403119575,8.95,7.37,2023-11-15
110034.XSHG,103.48,101.3793067132064,1.0207211249997623,20190125,99.57400799999999,1.8052987132064076,1.9726027397260273,0.26356372770166986,18.42,14.46,2021-01-14
128013.XSHE,91.406,96.7838160663444,0.944434758982246,20190125,96.729721,0.054095066344407486,2.506849315068493,0.3249685774963481,9.98,3.06,2021-07-28
128014.XSHE,95.2,96.62412986078853,0.9852611365003716,20190125,94.46660200000001,2.157527860788523,3.2246575342465755,0.4109460815727533,13.53,9.38,2022-04-16
123004.XSHE,94.3,,,20190125,88.804939,,3.8958904109589043,,3.99,3.46,2022-12-17
113519.XSHG,102.85,101.94382375573271,1.00888897640762,20190125,96.236939,5.7068847557327,4.7835616438356166,0.40748342572428636,11.99,11.14,2023-11-06
113524.XSHG,99.5,101.38583568656794,0.9813994166562087,20190125,93.55080799999999,7.835027686567952,4.884931506849315,0.5158599366494746,14.76,14.31,2023-12-13
127007.XSHE,99.6,97.4142817119871,1.0224373495302788,20190125,94.886478,2.527803711987104,4.421917808219178,0.37567913415573134,10.16,7.55,2023-06-27
113505.XSHG,94.55,92.35197632591365,1.0238005049976346,20190125,90.62299200000001,1.7289843259136373,4.109589041095891,0.3942563708553103,7.29,5.3,2023-03-05
128043.XSHE,99.071,97.30844716755257,1.0181130506523501,20190125,92.57410300000001,4.734344167552568,4.517808219178082,0.40323366273167227,11.43,10.55,2023-08-01
123018.XSHE,98.45,94.85860147113266,1.0378605468894697,20190125,90.485007,4.373594471132663,4.901369863013699,0.362767950293297,8.41,8.04,2023-12-19
110033.XSHG,106.49,101.6416574561173,1.047700349101213,20190125,100.34168299999999,1.2999744561173165,1.9452054794520548,0.3213927949410192,8.61,6.98,2021-01-04
128042.XSHE,96.74,98.21306735870252,0.9850013099242441,20190125,94.067934,4.145133358702528,4.50958904109589,0.3657395698581164,13.25,10.49,2023-07-29
128010.XSHE,98.456,99.56515858446636,0.9888599727029471,20190125,99.2623,0.30285858446636926,1.9917808219178081,0.4209572947936643,9.28,4.19,2021-01-21
123015.XSHE,98.11,92.43029833149745,1.0614484835711828,20190125,89.911598,2.5187003314974605,4.5479452054794525,0.41501350320200425,5.82,5.23,2023-08-12
128049.XSHE,95.56,95.57267752899551,0.9998673519532644,20190125,91.829802,3.742875528995515,4.838356164383562,0.4796653635608892,7.57,6.87,2023-11-26
128040.XSHE,91.15,94.40163240627939,0.9655553370911508,20190125,91.730126,2.671506406279392,4.383561643835616,0.49605045936880254,11.45,7.46,2023-06-13
128030.XSHE,96.25,94.263698609287,1.0210717531777105,20190125,93.143952,1.1197466092870099,3.9068493150684933,0.28786847559258727,8.15,5.07,2022-12-21
128037.XSHE,90.318,91.44363355771613,0.9876904108692742,20190125,90.524788,0.9188455577161297,4.134246575342465,0.3729266437786391,8.03,4.29,2023-03-14
113012.XSHG,96.82,93.70504070837205,1.0332421742531683,20190125,92.131523,1.573517708372055,3.158904109589041,0.3091256431291328,13.44,8.99,2022-03-23
128023.XSHE,90.251,92.12036145939136,0.9797074020360264,20190125,91.341913,0.7784484593913494,3.8575342465753426,0.36253677336237217,10.34,4.58,2022-12-03
128015.XSHE,94.05,95.12404547200427,0.9887090013184903,20190125,93.30129000000001,1.8227554720042547,3.367123287671233,0.45678605057510235,12.86,7.26,2022-06-07
123007.XSHE,97.111,96.30347911149212,1.0083851683860041,20190201,90.36925,5.934229111492126,3.904109589041096,0.5610006873792579,15.2,12.33,2022-12-27
128018.XSHE,88.93,90.63992295283688,0.9811349911040126,20190201,89.750262,0.8896609528368783,3.7616438356164386,0.4230784583974939,11.83,5.2,2022-11-05
128050.XSHE,95.31,109.73457728957726,0.8685502997700313,20190201,100.121711,9.612866289577259,4.854794520547945,0.706016976113181,21.74,17.43,2023-12-09
113502.XSHG,92.5,101.50381845661266,0.911295766075428,20190201,91.802504,9.701314456612666,3.7726027397260276,0.469427252084921,45.27,29.23,2022-11-09
127003.XSHE,93.22,101.28832859251511,0.9203429585162358,20190201,101.036365,0.25196359251510575,2.347945205479452,0.23036155278170875,3.5,2.52,2021-06-07
123010.XSHE,93.42,95.30017436431794,0.9802710291260295,20190201,91.60352900000001,3.6966453643179253,4.421917808219178,0.4127492325855979,14.3,9.3,2023-07-04
110045.XSHG,100.58,96.64807990559021,1.0406828578307055,20190201,93.161058,3.4870219055902147,4.443835616438356,0.4136814253021278,12.4,8.91,2023-07-12
128026.XSHE,89.255,91.10010595160178,0.9797463907168009,20190201,89.43840300000001,1.6617029516017645,3.863013698630137,0.3701673729544515,11.64,6.62,2022-12-12
