secID,tickerBond,secShortNameBond,tickerEqu,secShortNameEqu,tradeDate,totalSize,remainSize,closePriceBond,convPrice,closePriceEqu,exerPar,chgPct,chgPct7,bondPremRatio,debtPuredebtRatio,puredebtPremRatio,evaluatePrice,premRatio,optionPrice,duration,volatiliry,strikePrice,accrualEndDate
113528.XSHG,113528,长城转债,603897,长城科技,2020-01-17,6.34,6.339582,103.14,24.03,19.5,25.35,-0.002225,0.001456,27.1002,97.41196500000001,5.880217,104.36371393570631,0.9882745267530418,6.951748935706306,4.120547945205479,0.31503708791188384,24.03,2024-02-29
128023.XSHE,128023,亚太转债,002284,亚太股份,2020-01-17,10.0,9.993867,96.74799999999999,10.34,5.35,6.955,0.0016359999999999999,-0.010645,86.9858,97.067584,-0.32923800000000003,98.06155337174242,0.986604807627686,0.9939693717424177,2.8794520547945206,0.459015849355989,10.34,2022-12-03
128046.XSHE,128046,利尔转债,002258,利尔化学,2020-01-17,8.52,8.51935,113.62,18.62,14.52,18.875999999999998,0.014464,0.005683,45.7027,93.84038000000001,21.077941,98.72904981769732,1.150826430617926,4.888669817697309,3.747945205479452,0.3764916128680691,18.62,2023-10-16
128062.XSHE,128062,亚药转债,002370,亚太药业,2020-01-17,9.65,9.64746,88.55,16.25,6.23,8.099,-0.00313,-0.013854,130.9691,84.119985,5.266305,85.90445563700936,1.0307963579231492,1.7844706370093566,4.208219178082191,0.6343782121100945,16.25,2024-04-01
113525.XSHG,113525,台华转债,603055,台华新材,2020-01-17,5.33,5.32984,108.21,8.11,6.76,8.788,0.001852,-0.007065999999999999,29.8199,95.035427,13.862801999999999,97.40557920961173,1.1109219911021495,2.3701522096117325,3.915068493150685,0.3650578683441846,8.11,2023-12-16
113012.XSHG,113012,骆驼转债,601311,骆驼股份,2020-01-17,7.17,5.09636,108.5,13.29,10.39,13.507,0.006307,-0.016319,38.7839,97.521121,11.25795,99.85539120815913,1.0865712775970229,2.334270208159138,2.180821917808219,0.453133072904638,13.29,2022-03-23
128053.XSHE,128053,尚荣转债,002551,尚荣医疗,2020-01-17,7.5,7.497451,107.65,4.89,4.6,5.98,-0.000288,-0.005083,14.4366,95.02861800000001,13.281664000000001,96.8173646955019,1.111887318339717,1.788746695501885,4.076712328767123,0.33329358565684997,4.89,2024-02-13
128012.XSHE,128012,辉丰转债,002496,*ST辉丰,2020-01-17,8.45,8.443291,100.49,7.71,2.83,3.679,0.000239,0.001695,173.7731,90.005365,11.6489,90.04334792739212,1.1160180325706204,0.03798292739212582,1.2575342465753425,0.49203042674208675,7.71,2021-04-20
128072.XSHE,128072,翔鹭转债,002842,翔鹭钨业,2020-01-17,3.0192229999999998,3.0192229999999998,109.0,15.36,11.81,,-0.005002,-0.016600999999999998,41.7646,90.71618000000001,20.154972,96.38000868750781,1.1309399271109208,5.663828687507802,4.5917808219178085,0.5199571568889114,15.36,2024-08-19
127004.XSHE,127004,模塑转债,000700,模塑科技,2020-01-17,8.1366,8.134687,114.2,7.59,8.39,10.907,-0.01305,0.105518,3.3108,102.30963299999999,11.621943,105.59533265619672,1.0814871938688697,3.2856996561967313,2.372602739726027,0.5021197253245484,7.59,2022-06-01
123004.XSHE,123004,铁汉转债,300197,铁汉生态,2020-01-17,11.0,8.331996,104.28,3.98,3.04,3.952,0.001152,-0.001149,36.5244,94.503787,10.344785,95.49589001554365,1.0919841679367204,0.9921030155436427,2.9178082191780823,0.41198532012682204,3.98,2022-12-17
128040.XSHE,128040,华通转债,002758,华通医药,2020-01-17,2.24,2.2235099999999997,110.02600000000001,11.37,10.59,13.767000000000001,-0.001697,-0.018387999999999998,18.1298,95.72201899999999,14.94325,100.28852022764556,1.097094659989511,4.566501227645578,3.4054794520547946,0.4748737998247535,11.37,2023-06-13
110041.XSHG,110041,蒙电转债,600863,内蒙华电,2020-01-17,18.7522,18.72986402,116.41,2.82,2.6,3.38,-0.007587000000000001,-0.012051000000000001,26.26,96.792526,20.26755,97.57190682556728,1.1930688226490258,0.7793808255672803,2.9287671232876713,0.2852085763787618,2.82,2022-12-21
123033.XSHE,123033,金力转债,300748,金力永磁,2020-01-17,4.35,4.35,113.0,41.2,38.99,,-0.002648,-0.016442,19.4049,95.58322,18.221588,118.18913047998358,0.9560946894277862,22.605910479983574,4.791780821917809,0.7587984962821157,41.2,2024-10-31
110047.XSHG,110047,山鹰转债,600567,山鹰纸业,2020-01-17,23.0,22.995160000000002,119.46,3.34,3.49,4.537,-0.003171,-0.010273000000000001,14.3256,100.015236,19.441802,101.39402057313345,1.1781759843898874,1.378784573133446,3.8438356164383563,0.259450758333831,3.34,2023-11-20
128021.XSHE,128021,兄弟转债,002562,兄弟科技,2020-01-17,7.0,5.048336,112.273,5.25,4.81,6.252999999999999,-0.003081,-0.01399,22.5432,94.705106,18.550102,96.56572052521841,1.1626589579547495,1.860614525218408,2.863013698630137,0.45683986971366675,5.25,2022-11-27
110059.XSHG,110059,浦发转债,600000,浦发银行,2020-01-17,500.0,500.0,110.02,15.05,12.23,,0.00246,0.005024,35.3884,96.519765,13.987016,99.93425579668965,1.1009237935771412,3.4144907966896523,4.780821917808219,0.2042451667971607,15.05,2024-10-27
110057.XSHG,110057,现代转债,600420,现代制药,2020-01-17,16.1594,16.15905,111.34,9.99,8.97,11.661,0.0030629999999999998,-0.00536,24.0007,92.97829899999999,19.748372,95.9879206624597,1.159937617479242,3.009621662459713,4.205479452054795,0.24673170238135186,9.99,2024-03-31
128032.XSHE,128032,双环转债,002472,双环传动,2020-01-17,10.0,9.998375999999999,100.9,9.93,5.67,7.371,-0.002077,-0.009823,76.7084,94.854892,6.373007,95.67933475928172,1.0545641883260675,0.8244427592817022,2.936986301369863,0.3310033600433687,9.93,2022-12-24
110043.XSHG,110043,无锡转债,600908,无锡银行,2020-01-17,30.0,29.990301000000002,107.43,6.52,5.37,6.981,0.001398,-0.014223,30.4364,95.234509,12.805748,96.58302935714042,1.1123072108532663,1.3485203571404145,3.0356164383561643,0.2671780676627481,6.52,2023-01-29
110034.XSHG,110034,九州转债,600998,九州通,2020-01-17,15.0,14.992864,108.52,18.32,14.57,18.941,0.002031,-0.004404,36.4506,103.081176,5.276253,103.77873155233654,1.0456863210480887,0.6975555523365451,0.9945205479452055,0.2483860995305494,18.32,2021-01-14
113549.XSHG,113549,白电转债,603861,白云电器,2020-01-17,8.8,8.8,106.92,8.99,8.73,,-0.007519,-0.019441999999999997,10.1043,89.551152,19.395449,93.10700262522612,1.1483561599590302,3.555850625226115,4.83013698630137,0.31490724481980403,8.99,2024-11-14
123010.XSHE,123010,博世转债,300422,博世科,2020-01-17,4.3,4.2972529999999995,111.11200000000001,12.38,11.69,15.197000000000001,-0.000782,0.01695,17.6703,95.51247,16.332454000000002,100.0439709977465,1.1106316441847637,4.531500997746498,3.463013698630137,0.3654900915756814,12.38,2023-07-04
110064.XSHG,110064,建工转债,600939,重庆建工,2020-01-17,16.6,16.6,112.62,4.65,4.59,,,,14.0921,96.522948,16.676917,98.49050963942574,1.1434604248907068,1.967561639425733,4.926027397260274,0.3055358878429832,4.65,2024-12-19
128026.XSHE,128026,众兴转债,002772,众兴菌业,2020-01-17,9.2,9.195,95.49,11.54,7.09,9.217,0.004122,0.010359,55.4237,94.97636800000001,0.540799,96.4005823747644,0.990554181807487,1.4242143747643832,2.904109589041096,0.36743559593485225,11.54,2022-12-12
110058.XSHG,110058,永鼎转债,600105,永鼎股份,2020-01-17,9.8,9.797622,106.8,5.1,4.62,6.006,-0.015396,-0.021978,17.8961,94.41668100000001,13.115604999999999,96.72969552011678,1.104107683020556,2.313014520116769,4.2465753424657535,0.4955310178384397,5.1,2024-04-15
113532.XSHG,113532,海环转债,603817,海峡环保,2020-01-17,4.6,4.59971,106.33,7.75,6.67,8.671,-0.0025329999999999997,-0.017100999999999998,23.5468,92.556696,14.880937,95.10139675098559,1.118069803731858,2.5447007509855784,4.208219178082191,0.3800816428611095,7.75,2024-04-01
128042.XSHE,128042,凯中转债,002823,凯中精密,2020-01-17,4.16,4.158706,110.09899999999999,13.01,11.6,15.08,0.006629,0.014166999999999999,23.4817,98.646489,11.609649000000001,102.53768487326069,1.0737418163486458,3.891195873260681,3.5315068493150683,0.37449415082214565,13.01,2023-07-29
128051.XSHE,128051,光华转债,002741,光华科技,2020-01-17,2.4930000000000003,2.492033,116.42,12.72,13.63,17.719,0.0036030000000000003,-0.012218000000000001,8.6472,95.59711300000001,21.78192,102.12747573651279,1.1399478853306988,6.530362736512779,3.9068493150684933,0.39076888310099617,12.72,2023-12-13
113021.XSHG,113021,中信转债,601998,中信银行,2020-01-17,400.0,399.99866000000003,112.5,7.22,5.98,7.774,0.007794,0.0050030000000000005,35.8277,100.6575,11.765144,102.13442922302013,1.1014894865114062,1.4769292230201359,4.1287671232876715,0.20894756098121842,7.22,2024-03-03
113524.XSHG,113524,奇精转债,603677,奇精机械,2020-01-17,3.3,3.2995699999999997,106.01,14.56,12.96,16.848,-0.002447,0.002933,19.0976,98.25322299999999,7.89468,103.65195127080851,1.0227496800617935,5.398728270808519,3.9068493150684933,0.3546711522523364,14.56,2023-12-13
113017.XSHG,113017,吉视转债,601929,吉视传媒,2020-01-17,15.6,15.592262,103.37,2.95,2.21,2.873,-0.004239,-0.004143,37.9825,95.699282,8.015439,96.31570203664829,1.0732414114644313,0.6164200366482891,2.9424657534246577,0.36233229439286807,2.95,2022-12-26
128018.XSHE,128018,时达转债,002527,新时达,2020-01-17,8.825057000000001,8.822592,99.999,7.45,5.32,6.916,0.002195,-0.004975,40.0361,95.351943,4.873583999999999,96.28613697278256,1.0385607226953861,0.9341939727825532,2.802739726027397,0.3126810979256661,7.45,2022-11-05
128056.XSHE,128056,今飞转债,002863,今飞凯达,2020-01-17,3.68,3.6797809999999997,102.42200000000001,6.78,5.68,7.3839999999999995,-0.000273,-0.006634,22.2572,85.73132,19.468591,87.90533031014239,1.1651398116432845,2.174010310142398,4.115068493150685,0.38697079688265884,6.78,2024-02-27
123026.XSHE,123026,中环转债,300692,中环环保,2020-01-17,2.9,2.328751,111.19,12.31,12.67,16.471,0.0018920000000000002,-0.010642,8.0306,93.750017,18.602645000000003,100.15068543204393,1.1102270495736812,6.400668432043936,3.3945205479452056,0.4500622467614896,12.31,2023-06-09
113535.XSHG,113535,大业转债,603278,大业股份,2020-01-17,5.0,4.9996410000000004,102.23,12.56,9.21,11.972999999999999,0.001469,-0.002147,39.4146,96.788168,5.622414,99.17431153885997,1.0308112898766402,2.386143538859962,3.3068493150684932,0.31035595692688095,12.56,2023-05-08
128071.XSHE,128071,合兴转债,002228,合兴包装,2020-01-17,5.9575,5.9575,111.2,4.38,4.04,,0.0017120000000000002,-0.012020999999999999,20.5584,90.525657,22.838103,92.28642970867821,1.2049442193291744,1.7607727086782208,4.580821917808219,0.3384939539194164,4.38,2024-08-15
127007.XSHE,127007,湖广转债,000665,湖北广电,2020-01-17,17.33592,13.214229999999999,115.5,5.61,5.55,7.215,0.0020559999999999997,-0.005168,16.7486,97.212795,18.81152,99.87041732896851,1.1564986218045767,2.657622328968515,3.4438356164383563,0.41261961388184154,5.61,2023-06-27
110053.XSHG,110053,苏银转债,600919,江苏银行,2020-01-17,200.0,199.996081,117.0,7.56,7.1,9.23,0.008621,-0.000513,24.5802,100.723476,16.159613,103.13841333358478,1.134397904896812,2.414937333584777,4.156164383561644,0.18959298468034091,7.56,2024-03-13
110031.XSHG,110031,航信转债,600271,航天信息,2020-01-17,24.0,23.98756218,125.01,21.79,23.92,31.096,-0.0031100000000000004,-0.0015970000000000001,13.8782,104.31506999999999,19.838869,108.33749786411504,1.1538941037460257,4.022427864115039,0.4,0.34579774556812826,21.79,2020-06-11
113534.XSHG,113534,鼎胜转债,603876,鼎胜新材,2020-01-17,12.54,11.985844,116.41,15.28,16.25,21.125,-0.000515,0.025729000000000002,9.4612,94.486662,23.202574,102.47764820557427,1.1359550305689772,7.990986205574277,4.227397260273973,0.40457063012532185,15.28,2024-04-08
128069.XSHE,128069,华森转债,002907,华森制药,2020-01-17,3.0,2.999775,107.7,18.08,16.8,21.84,-0.0021030000000000003,0.0020469999999999998,15.9057,98.717127,9.09961,106.12879991685064,1.0148046532551047,7.411672916850628,4.435616438356164,0.4353738000385416,18.08,2024-06-23
128064.XSHE,128064,司尔转债,002538,司尔特,2020-01-17,8.0,7.999553,101.648,6.15,4.75,6.175,-0.004427,-0.011975,31.6074,94.496661,7.5678220000000005,96.12200445465645,1.0574893914946428,1.625343454656444,4.2246575342465755,0.35171519136938056,6.15,2024-04-07
113508.XSHG,113508,新凤转债,603225,新凤鸣,2020-01-17,21.53,21.522391,108.7,15.91,12.53,16.289,-0.002752,-0.010739,38.0221,96.113976,13.094894,99.35462424291848,1.0940608031915295,3.2406482429184864,3.271232876712329,0.31365428490616865,15.91,2023-04-25
128022.XSHE,128022,众信转债,002707,众信旅游,2020-01-17,7.0,6.9992339999999995,108.50299999999999,7.91,6.5,8.45,-0.013609,-0.002455,32.0398,94.67488,14.605901999999999,97.13410447948522,1.1170432937168415,2.459224479485221,2.871232876712329,0.4362538011754167,7.91,2022-11-30
113505.XSHG,113505,杭电转债,603618,杭电股份,2020-01-17,7.8,7.499503999999999,102.74,7.24,5.46,7.098,-0.00465,-0.014862,36.2339,96.627152,6.3262220000000005,98.32430573241619,1.0449094883985335,1.6971537324161936,3.1315068493150684,0.45877898539492845,7.24,2023-03-05
128073.XSHE,128073,哈尔转债,002615,哈尔斯,2020-01-17,3.0,3.0,108.20200000000001,5.8,5.46,,-0.0016239999999999998,-0.01648,14.9398,97.234994,11.278868,99.42229928378167,1.0883071582478534,2.1873052837816664,3.5945205479452054,0.39196371240205385,5.8,2023-08-21
113555.XSHG,113555,振德转债,603301,振德医疗,2020-01-17,4.4,4.4,118.05,20.04,21.95,,,,7.7777,98.38555500000001,19.987126999999997,109.12551497692053,1.0817818364932066,10.73995997692051,4.923287671232877,0.3431341601181671,20.04,2024-12-18
128036.XSHE,128036,金农转债,002548,金新农,2020-01-17,6.5,1.471126,109.809,9.62,8.73,11.349,-0.012793,-0.025358000000000002,21.0037,94.696308,15.959114999999999,99.05041869529035,1.1086172218797616,4.3541106952903395,3.1397260273972605,0.5793437252961319,9.62,2023-03-08
113557.XSHG,113557,森特转债,603098,森特股份,2020-01-17,6.0,6.0,111.71,10.26,10.65,,-0.002411,-0.024111,7.6192,94.47160799999999,18.247167,99.83637042845825,1.1189309018405298,5.364762428458265,4.923287671232877,0.3989878895405222,10.26,2024-12-18
128050.XSHE,128050,钧达转债,002865,钧达股份,2020-01-17,3.2,3.1993970000000003,101.197,21.66,15.67,20.371,0.000534,-0.010782,39.8804,103.653526,-2.369939,109.62338035784768,0.923133365069193,5.9698543578476775,3.8958904109589043,0.47862762649057355,21.66,2023-12-09
128033.XSHE,128033,迪龙转债,002658,雪迪龙,2020-01-17,5.2,5.198439,104.495,8.93,7.08,9.204,-4.8e-05,-0.001004,31.7994,94.413337,10.67822,96.62050004622792,1.0814992672362962,2.207163046227922,2.9424657534246577,0.3733982515224194,8.93,2022-12-26
110052.XSHG,110052,贵广转债,600996,贵广网络,2020-01-17,16.0,15.266191000000001,123.26,8.04,8.9,11.57,-0.000324,0.011406,11.3494,100.04141700000001,23.208971,105.37128083383148,1.169768451371287,5.329863833831464,4.131506849315069,0.5259096395769904,8.04,2024-03-04
128058.XSHE,128058,拓邦转债,002139,拓邦股份,2020-01-17,5.73,5.7276110000000005,123.5,5.54,6.28,8.164,-0.010226,0.018028,8.9474,102.104956,20.953972,105.27401284856137,1.1731290245167822,3.1690568485613677,4.136986301369863,0.39689409474064985,5.54,2024-03-06
128010.XSHE,128010,顺昌转债,002245,澳洋顺昌,2020-01-17,5.1,5.095383,106.79899999999999,9.26,4.87,6.331,0.006692,0.001529,103.0716,104.309084,2.3870560000000003,104.42403246641356,1.02274349570201,0.11494846641357045,1.0136986301369864,0.42899978163164604,9.26,2021-01-21
128025.XSHE,128025,特一转债,002728,特一药业,2020-01-17,3.54,3.040396,115.853,15.45,17.58,22.854,-0.002986,-0.012167,1.8162,94.624523,22.434435,101.26075716391817,1.1441056066019761,6.636234163918171,2.884931506849315,0.2692332690437792,15.45,2022-12-05
128037.XSHE,128037,岩土转债,002542,中化岩土,2020-01-17,6.0366,6.03266,99.279,8.01,3.77,4.901,0.009456,0.005866,110.9349,96.536381,2.841021,96.91338935928952,1.0244095336707333,0.377008359289512,3.1561643835616437,0.3449682258411635,8.01,2023-03-14
110055.XSHG,110055,伊力转债,600197,伊力特,2020-01-17,8.76,8.759403,113.81,17.25,16.04,20.851999999999997,-0.001667,-0.008019,22.3954,94.931602,19.886315,101.23503062918675,1.1242155930872786,6.3034286291867545,4.158904109589041,0.35955263314290997,17.25,2024-03-14
110038.XSHG,110038,济川转债,600566,济川药业,2020-01-17,8.4316,6.30888,110.47,38.81,24.15,30.1875,0.006927,0.009781,77.5296,97.856504,12.889789,100.16210994127823,1.102912069891149,2.3056059412782277,1.821917808219178,0.34738798833580875,38.81,2021-11-12
113527.XSHG,113527,维格转债,603518,锦泓集团,2020-01-17,7.46,7.45907,93.95,10.52,7.24,9.412,0.001172,-0.003077,36.5129,100.50913299999999,-6.525908,102.4726718544251,0.9168298073994539,1.9635388544251076,4.019178082191781,0.2893960743341209,10.52,2024-01-23
113026.XSHG,113026,核能转债,601985,中国核电,2020-01-17,78.0,77.99888100000001,108.3,6.2,4.99,6.487,0.004266,-0.015365,34.5611,91.85501500000001,17.903198,93.31814633350588,1.1605459844106965,1.4631313335058649,4.243835616438356,0.20226792538610763,6.2,2024-04-14
113553.XSHG,113553,金牌转债,603180,金牌厨柜,2020-01-17,3.92,3.92,117.93,62.69,66.3,,-0.014869,-0.048875,11.5087,98.113635,20.197360999999997,132.89196842205504,0.8874125456962385,34.77833342205505,4.906849315068493,0.4199560968006061,62.69,2024-12-12
113519.XSHG,113519,长久转债,603569,长久物流,2020-01-17,7.0,6.969123,113.9,11.85,10.74,13.962,0.000439,0.005917,25.6717,100.820627,12.972914,105.8359421914924,1.0761939435840902,5.015315191492404,3.8054794520547945,0.39587178939651657,11.85,2023-11-06
123024.XSHE,123024,岱勒转债,300700,岱勒新材,2020-01-17,2.1,2.098895,102.64399999999999,24.9,20.05,26.065,-0.00365,-0.0072829999999999995,27.473000000000003,84.306159,21.751484,92.02120724728998,1.1154385284705428,7.715048247289986,3.1726027397260275,0.5472111681608847,24.9,2023-03-20
127003.XSHE,127003,海印转债,000861,海印股份,2020-01-17,11.11,9.415306,105.34899999999999,3.01,2.46,3.198,0.0026550000000000002,-0.00399,28.9026,105.108131,0.229163,105.46876374232706,0.9988644624429308,0.36063274232706194,1.389041095890411,0.3821788088840092,3.01,2021-06-07
128085.XSHE,128085,鸿达转债,002002,鸿达兴业,2020-01-17,24.2678,24.2678,113.33,3.98,4.22,,-0.007356999999999999,0.009621,6.8846,97.870025,15.796435,100.4827196160648,1.1278556196829015,2.612694616064807,4.9150684931506845,0.5485217500154392,3.98,2024-12-15
113516.XSHG,113516,苏农转债,603323,苏农银行,2020-01-17,25.0,12.886425,112.01,5.67,5.13,6.669,-8.9e-05,-0.006299,23.8005,98.25907600000001,13.994558999999999,99.83411905871962,1.1219611196661021,1.5750430587196091,3.5397260273972604,0.2881112879426976,5.67,2023-08-01
113502.XSHG,113502,嘉澳转债,603822,嘉澳环保,2020-01-17,1.85,1.84771,101.55,45.04,27.02,35.126,0.000394,0.0,69.275,97.311265,4.355852,102.1227225543311,0.9943918205468287,4.8114575543311,2.813698630136986,0.38608940254816626,45.04,2022-11-09
113008.XSHG,113008,电气转债,601727,上海电气,2020-01-17,60.0,44.68165,115.85,5.13,5.01,6.513,-0.0012929999999999999,-0.014043,18.6248,104.972591,10.362142,105.06746743230784,1.1026248450752756,0.09487643230784858,0.0410958904109589,0.3023394185348645,5.13,2020-02-01
123023.XSHE,123023,迪森转债,300335,迪森股份,2020-01-23,6.0,5.99989,102.0,7.19,5.51,7.162999999999999,-0.012584999999999999,-0.00864,33.0998,94.94018299999999,7.436069,96.67912139281897,1.0550364807884596,1.7389383928189754,4.156164383561644,0.35367320599672236,7.19,2024-03-19
128093.XSHE,128093,百川转债,002455,百川股份,2020-01-23,5.2,5.2,106.891,6.0,5.46,,,,17.4626,103.024826,3.7526620000000004,105.1986524764868,1.0160871597085472,2.173826476486793,4.947945205479452,0.357221170481258,6.0,2025-01-02
128034.XSHE,128034,江银转债,002807,江阴银行,2020-01-23,20.0,17.583004000000003,111.854,4.68,4.45,5.785,-0.008703,-0.001393,17.6352,95.40554499999999,17.240565,96.65944714128156,1.1571967697736718,1.2539021412815663,3.0082191780821916,0.24981383340399707,4.68,2023-01-25
123032.XSHE,123032,万里转债,300591,万里马,2020-01-23,1.8029,1.8029,104.62799999999999,6.92,5.72,,-0.005626,-0.015747999999999998,26.5779,92.121826,13.57569,94.6060024522878,1.1059340558519692,2.4841764522877914,4.717808219178083,0.4070962923437157,6.92,2024-10-10
113009.XSHG,113009,广汽转债,601238,广汽集团,2020-01-23,41.0558,25.52241039,113.66,14.41,10.86,14.118,-0.011652,-0.017802000000000002,50.81399999999999,101.22171800000001,12.288155,101.90679362501774,1.11533290330211,0.6850756250177262,0.9972602739726028,0.3242722929884698,14.41,2021-01-21
128044.XSHE,128044,岭南转债,002717,岭南股份,2020-01-23,6.6,6.593112,113.81,5.92,6.09,7.917000000000001,-0.027763999999999997,-0.036317,10.633,93.63117199999999,21.5514,96.35011436184816,1.1812129207504651,2.718942361848167,3.5561643835616437,0.37973958239825356,5.92,2023-08-13
113024.XSHG,113024,核建转债,601611,中国核建,2020-01-23,29.9625,29.961510999999998,106.85,9.87,6.83,8.879,-0.008445000000000001,0.0014060000000000001,54.4084,92.075725,16.045788,93.76456948115843,1.1395562374066146,1.688844481158422,4.208219178082191,0.318630130402007,9.87,2024-04-07
110033.XSHG,110033,国贸转债,600755,厦门国贸,2020-01-23,28.0,12.117421,114.32,7.42,7.04,9.152000000000001,-0.018207,-0.014738,20.4906,103.534617,10.417176,104.46588232341846,1.0943285736684245,0.9312653234184537,0.9506849315068493,0.28644757293438533,7.42,2021-01-04
110045.XSHG,110045,海澜转债,600398,海澜之家,2020-01-23,30.0,29.49769006,103.0,12.02,7.44,9.672,-0.0077069999999999994,-0.012464,66.4059,95.86636999999999,7.441222,96.76897907227166,1.064390685811356,0.902609072271674,3.4684931506849317,0.23624079783136528,12.02,2023-07-12
127006.XSHE,127006,敖东转债,000623,吉林敖东,2020-01-23,24.13,24.075098999999998,107.09700000000001,20.62,16.33,21.229,-0.017459,-0.010194,35.232,93.737948,14.251487,97.49974478774436,1.098433644448493,3.7617967877443657,3.1342465753424658,0.2805043800727539,20.62,2023-03-12
113016.XSHG,113016,小康转债,601127,小康股份,2020-01-23,15.0,8.81304514,99.9,17.12,10.27,13.350999999999999,-0.0036899999999999997,0.0010019999999999999,66.5324,95.487258,4.621289,96.36128504677458,1.0367234097335636,0.874027046774582,2.786301369863014,0.275773299360181,17.12,2022-11-05
110051.XSHG,110051,中天转债,600522,中天科技,2020-01-23,39.6512,39.65015,109.6,10.19,8.26,10.738,-0.023173,-0.014211000000000001,35.2087,95.737347,14.47988,98.41523389181776,1.1136487275991946,2.677886891817763,4.098630136986301,0.31212181346391027,10.19,2024-02-27
128076.XSHE,128076,金轮转债,002722,金轮股份,2020-01-23,2.14,2.14,106.55799999999999,14.96,14.0,,-0.016902,-0.049014,13.8648,90.210307,18.121758,95.99038829141087,1.110090311089352,5.780081291410863,4.726027397260274,0.32273459839316887,14.96,2024-10-13
128066.XSHE,128066,亚泰转债,002811,郑中设计,2020-01-23,4.8,4.7994330000000005,109.70200000000001,14.8,15.07,19.590999999999998,-0.017755,-0.044741,7.7365,97.104437,12.97321,103.68379141807583,1.058043870691972,6.579354418075827,4.232876712328767,0.344326276952544,14.8,2024-04-16
113014.XSHG,113014,林洋转债,601222,林洋能源,2020-01-23,30.0,29.998820000000002,104.67,8.59,5.16,6.707999999999999,-0.003143,0.001627,74.2471,95.588634,9.500466000000001,96.25250667156676,1.087452198592141,0.6638726715667664,2.758904109589041,0.33857585643397553,8.59,2022-10-26
113541.XSHG,113541,荣晟转债,603165,荣晟环保,2020-01-23,3.3,3.3,105.4,18.72,17.21,,-0.016974,-0.01789,14.6477,91.29398,15.451204999999998,98.80095837848924,1.066791271358229,7.506978378489239,4.498630136986302,0.369599529274592,18.72,2024-07-22
128049.XSHE,128049,华源转债,002787,华源控股,2020-01-23,4.0,3.9990989999999997,108.0,7.52,7.6,9.88,-0.022306,-0.033868,6.8631,95.752716,12.790534,98.90947968873776,1.0919074727707554,3.156763688737761,3.8438356164383563,0.40048085102786124,7.52,2023-11-26
128015.XSHE,128015,久其转债,002279,久其软件,2020-01-23,7.8,7.793827,103.197,9.48,6.64,8.632,-0.012374,0.031495999999999996,47.3354,88.731513,16.302537,90.34802486146616,1.1422164475453187,1.6165118614661547,2.372602739726027,0.48171217584777737,9.48,2022-06-07
123028.XSHE,123028,清水转债,300437,清水源,2020-01-23,4.9,4.8996699999999995,103.65,11.95,9.84,12.792,-0.011492,-0.010199,25.8757,100.690884,2.938812,104.03868868448195,0.9962639986201602,3.34780468448196,4.405479452054794,0.3578206959358276,11.95,2024-06-18
123030.XSHE,123030,九洲转债,300040,九洲电气,2020-01-23,3.08,3.08,108.501,5.7,5.55,,-0.016756,-0.019864,11.4334,95.758209,13.307257,98.25296887883582,1.104302508495208,2.4947598788358203,4.575342465753424,0.4440811941976377,5.7,2024-08-19
113530.XSHG,113530,大丰转债,603081,大丰实业,2020-01-23,6.3,6.299144,107.72,16.76,13.4,17.42,-0.011017,-0.034506999999999996,34.7303,101.264016,6.375398000000001,106.69097087908527,1.0096449503874225,5.42695487908527,4.175342465753425,0.4870166528569634,16.76,2024-03-26
128048.XSHE,128048,张行转债,002839,张家港行,2020-01-23,25.0,24.997766,115.5,5.91,5.48,7.124,-0.007306,0.0030399999999999997,24.5629,96.340716,19.887006,98.40066483467855,1.1737725572693007,2.059948834678552,3.802739726027397,0.30866979120088833,5.91,2023-11-11
128014.XSHE,128014,永东转债,002753,永东股份,2020-01-23,3.4,3.3697739999999996,100.92200000000001,12.64,7.42,9.646,-0.004036,-0.006673,71.921,100.784182,0.136745,101.37411221950204,0.9955401609976807,0.5899302195020408,2.23013698630137,0.3038684971496717,12.64,2022-04-16
128013.XSHE,128013,洪涛转债,002325,洪涛股份,2020-01-23,12.0,11.999482,98.84,8.0,3.22,4.186,-0.006224,0.007338,145.5652,102.270298,-3.3541480000000004,102.30338577711501,0.9661459320157735,0.033087777115015995,1.5123287671232877,0.36585462599234686,8.0,2021-07-28
128063.XSHE,128063,未来转债,002631,德尔未来,2020-01-23,6.3,6.2996360000000005,111.16,8.67,8.12,10.556,-0.028245,-0.020617,18.6893,107.363072,3.5365309999999996,111.6892444401734,0.9952614556323112,4.326172440173389,4.1945205479452055,0.5280560252094467,8.67,2024-04-02
113027.XSHG,113027,华钰转债,601020,华钰矿业,2020-01-23,6.4,6.39991,104.46,10.17,8.48,11.024000000000001,-0.013784000000000001,-0.023738,25.278000000000002,93.990474,11.138922,97.15378162319813,1.0752026143988749,3.1633076231981256,4.391780821917808,0.38350976649884677,10.17,2024-06-13
113528.XSHG,113528,长城转债,603897,长城科技,2020-01-23,6.34,6.339582,102.22,24.03,18.52,24.076,-0.005158,-0.011125,32.6321,97.667372,4.661361,103.43692406222942,0.9882351097225465,5.7695520622294225,4.104109589041096,0.31358133241632863,24.03,2024-02-29
