sec_id,cb_close,evalute_price,cb_close/evaluate_price,trade_date,pure_bond_close,option_price,duration,volatality,strike_price,stock_price,accrual_end_date
113534.XSHG,114.53,102.12363428616828,1.1214837858107058,20200403,96.963252,5.160382286168283,4.016438356164383,0.4577056958352168,15.28,13.42,2024-04-08
127007.XSHE,118.9,102.15186086888357,1.1639533434698113,20200403,99.727753,2.4241078688835707,3.232876712328767,0.46207945792904487,5.61,5.45,2023-06-27
113516.XSHG,108.58,102.35106951320003,1.0608584797054479,20200403,101.43804499999999,0.91302451320004,3.328767123287671,0.25699318037644503,5.67,4.41,2023-08-01
113541.XSHG,110.95,102.4466957620767,1.0830022303273839,20200403,96.183572,6.263123762076708,4.304109589041096,0.34235749975719826,18.72,16.35,2024-07-22
113502.XSHG,110.63,102.53249588778404,1.0789750024331624,20200403,99.694952,2.837543887784042,2.6027397260273974,0.35626956401017473,45.04,25.31,2022-11-09
128014.XSHE,104.68,102.8668988630396,1.0176257003662026,20200403,102.529466,0.33743286303960157,2.0356164383561643,0.32099528195909666,12.64,6.75,2022-04-16
113009.XSHG,113.4,103.07326967931314,1.1001882481541132,20200403,102.675304,0.3979656793131461,0.8027397260273973,0.3622535976356895,14.41,10.15,2021-01-21
128057.XSHE,118.65,103.78541401790875,1.1432242297508808,20200403,99.08205699999999,4.7033570179087585,3.9205479452054797,0.47166948597508407,8.81,9.08,2024-03-04
128051.XSHE,115.07,103.80831913926892,1.1084853406172817,20200403,98.023916,5.7844031392689175,3.695890410958904,0.45916082537603314,12.72,11.85,2023-12-13
128013.XSHE,103.36,104.16771271743052,0.9922460357786529,20200403,104.10295,0.06476271743051043,1.3178082191780822,0.3910825639682751,8.0,3.36,2021-07-28
128085.XSHE,113.76,104.29612316607741,1.0907404469757007,20200403,101.976711,2.3194121660774143,4.704109589041096,0.5657408376279726,3.98,3.89,2024-12-15
113568.XSHG,112.71,105.17971357101399,1.0715944755249955,20200403,101.66226999999999,3.5174435710140024,4.923287671232877,0.3807376329705274,9.08,8.06,2025-03-05
110033.XSHG,111.4,105.31999120182907,1.0577289147937694,20200403,104.97546799999999,0.34452320182907603,0.7561643835616438,0.27468791316692476,7.42,6.26,2021-01-04
113519.XSHG,110.66,105.56780476898734,1.048236251972425,20200403,103.190766,2.3770387689873487,3.5945205479452054,0.3742501140146787,11.85,8.54,2023-11-06
127013.XSHE,119.99,105.99349695893673,1.1320505827492955,20200403,99.907326,6.086170958936737,4.032876712328767,0.5621149206345619,11.49,11.41,2024-04-14
110034.XSHG,117.31,106.77850353721088,1.098629369338549,20200403,104.465305,2.3131985372108748,0.7835616438356164,0.3291944850692368,18.32,17.6,2021-01-14
128058.XSHE,122.48700000000001,106.98870134224322,1.1448592090876935,20200403,104.212358,2.7763433422432247,3.926027397260274,0.45660396883951854,5.54,5.52,2024-03-06
113564.XSHG,120.7,112.23962621047406,1.0753777794453885,20200403,103.628327,8.611299210474066,4.906849315068493,0.4063929440824484,23.8,21.45,2025-02-27
113008.XSHG,112.04,,,20200403,104.718303,,-0.16986301369863013,0.3123889978216262,5.13,4.63,2020-02-01
128062.XSHE,90.15,87.10170265611863,1.034996989162384,20200403,85.59585600000001,1.5058466561186228,3.9972602739726026,0.6282945055943112,16.25,4.89,2024-04-01
127012.XSHE,107.5,94.16324767385552,1.141634370687147,20200403,92.701198,1.4620496738555124,3.967123287671233,0.2212267543494683,9.09,6.94,2024-03-21
110066.XSHG,106.68,94.59013191890833,1.1278132066826618,20200403,92.62968000000001,1.960451918908326,4.912328767123288,0.42779596187902474,4.92,4.15,2025-03-01
113026.XSHG,105.65,94.95422442004372,1.112641387418868,20200403,94.17510300000001,0.77912142004371,4.032876712328767,0.199742858796003,6.2,4.39,2024-04-14
110065.XSHG,110.55,96.45952627714375,1.1460765386963652,20200403,92.759862,3.699664277143752,4.723287671232876,0.3550212965443059,9.93,8.35,2024-12-22
113532.XSHG,106.74,96.47278527184592,1.1064260215896389,20200403,94.628502,1.844283271845927,3.9972602739726026,0.38554282091617265,7.75,5.67,2024-04-01
128096.XSHE,112.23,97.36423239466392,1.1526820192560858,20200403,95.800241,1.5639913946639217,4.86027397260274,0.3041807621135827,4.7,4.05,2025-02-10
123004.XSHE,107.30799999999999,97.82997813019915,1.096882592135376,20200403,96.911159,0.918819130199157,2.706849315068493,0.4381214938347581,3.98,3.06,2022-12-17
113545.XSHG,109.99,98.08197169621448,1.1214089408874017,20200403,93.960317,4.121654696214483,4.531506849315068,0.40154825642754316,11.4,9.34,2024-10-13
123023.XSHE,104.35,98.18047895460212,1.0628385714868085,20200403,96.74934300000001,1.431135954602109,3.9616438356164383,0.36141908090193575,7.19,4.83,2024-03-19
128064.XSHE,107.19,98.55903645290898,1.0875715089931388,20200403,96.972577,1.586459452908986,4.013698630136986,0.38345235552803686,6.15,4.87,2024-04-07
110045.XSHG,102.44,98.70293770546485,1.037861712948066,20200403,98.225658,0.4772797054648489,3.2739726027397262,0.24821418372043125,12.02,6.3,2023-07-12
127006.XSHE,108.265,98.7463327209083,1.0963951472101225,20200403,95.590191,3.1561417209082956,2.9397260273972603,0.28860402110850775,20.62,15.62,2023-03-12
113016.XSHG,104.16,98.85531890445965,1.053661058952904,20200403,97.73168199999999,1.1236369044596535,2.591780821917808,0.36476613444781303,17.12,9.04,2022-11-05
110058.XSHG,112.29,99.0084886391079,1.134145178291773,20200403,96.89800799999999,2.110480639107901,4.035616438356165,0.5395383160073064,5.1,4.52,2024-04-15
113525.XSHG,106.63,99.01399381046686,1.0769184828975966,20200403,97.453918,1.560075810466849,3.7041095890410958,0.34974928162899777,8.11,5.83,2023-12-16
128026.XSHE,103.53,99.16721252622209,1.0439942533690185,20200403,97.392485,1.7747275262220987,2.6931506849315068,0.4282759962921106,11.54,7.77,2022-12-12
127014.XSHE,111.704,99.20058031901559,1.1260417997634198,20200403,96.47165,2.728930319015588,4.558904109589041,0.39223162157072444,8.84,7.17,2024-10-23
113012.XSHG,107.35,99.47748872746354,1.0791386209407097,20200403,98.278705,1.1987837274635418,1.9698630136986301,0.397551653801113,13.29,8.45,2022-03-23
128072.XSHE,105.11399999999999,99.61358403770048,1.0552175289689183,20200403,95.807819,3.805765037700477,4.380821917808219,0.5312447919744719,15.36,9.39,2024-08-19
110041.XSHG,113.38,99.91627669065248,1.1347500502949295,20200403,99.236899,0.6793776906524834,2.717808219178082,0.3102617862386536,2.82,2.5,2022-12-21
113559.XSHG,112.33,100.20813171833446,1.120966912303462,20200403,96.48649300000001,3.721638718334447,4.723287671232876,0.4689278489917185,10.39,8.12,2024-12-22
113505.XSHG,109.06,100.4607559113588,1.0855980428440009,20200403,98.62735699999999,1.833398911358812,2.9205479452054797,0.4607993490012762,7.24,5.63,2023-03-05
113508.XSHG,106.95,100.60576918209311,1.0630603082654637,20200403,98.66451500000001,1.9412541820931002,3.0602739726027397,0.2989165365783566,15.91,10.29,2023-04-25
110055.XSHG,110.56,100.80114548510676,1.0968129327095306,20200403,96.892303,3.908842485106766,3.947945205479452,0.3502531027699826,17.25,13.18,2024-03-14
110048.XSHG,117.09,100.99607028095615,1.159352038888968,20200403,98.270504,2.7255662809561487,3.6767123287671235,0.2606940521761093,8.48,8.11,2023-12-06
123007.XSHE,110.7,102.06714552713744,1.0845801499422483,20200403,98.25532199999999,3.8118235271374497,2.734246575342466,0.5361938418519929,15.05,10.88,2022-12-27
128035.XSHE,108.26,102.08053899265244,1.0605351526189761,20200403,95.885239,6.195299992652438,2.8438356164383563,0.4707018346681899,52.3,29.16,2023-02-05
128073.XSHE,113.3,102.14836694896417,1.1091709381571166,20200403,100.51282900000001,1.6355379489641548,3.3835616438356166,0.435028549132123,5.8,4.78,2023-08-21
113557.XSHG,111.25,102.23404329858768,1.08818937812212,20200403,98.468595,3.7654482985876823,4.712328767123288,0.3508177492089019,10.26,8.7,2024-12-18
128040.XSHE,116.199,102.82250197998678,1.1300930998801877,20200403,98.319979,4.502522979986779,3.1945205479452055,0.4680336714810164,11.37,10.24,2023-06-13
110047.XSHG,113.7,103.40637362505893,1.0995453763059588,20200403,102.437188,0.9691856250589307,3.632876712328767,0.2840067545675631,3.34,3.04,2023-11-20
113021.XSHG,108.75,103.53529565456655,1.0503664408592766,20200403,102.74193100000001,0.7933646545665408,3.9178082191780823,0.1827714529131943,7.22,5.13,2024-03-03
123030.XSHE,115.25,103.54645824044411,1.1130269635334047,20200403,100.73904300000001,2.8074152404441075,4.380821917808219,0.4599741996677639,5.7,5.62,2024-08-19
