sec_id,cb_close,evalute_price,cb_close/evaluate_price,trade_date,pure_bond_close,option_price,duration,volatality,strike_price,stock_price,accrual_end_date
113017.XSHG,105.4,99.11638791048023,1.0633962982508502,20200410,98.67984,0.4365479104802232,2.712328767123288,0.361030875632542,2.95,2.13,2022-12-26
113019.XSHG,124.07,110.53819520397585,1.1224174573418169,20200410,104.726035,5.812160203975844,1.8876712328767122,0.3546269152221811,18.55,19.69,2022-02-28
123007.XSHE,108.214,102.34899304250197,1.0573040025421891,20200410,98.55493,3.794063042501976,2.7150684931506848,0.5304363726593416,15.05,10.84,2022-12-27
128049.XSHE,108.7,100.61394752746608,1.0803671128232648,20200410,98.358547,2.2554005274660796,3.6301369863013697,0.3634922062438203,7.52,6.52,2023-11-26
128066.XSHE,111.3,105.68057838698759,1.0531736455154026,20200410,99.83134100000001,5.849237386987586,4.019178082191781,0.37634372586772324,14.8,14.02,2024-04-16
128100.XSHE,104.569,97.71367101461212,1.0701573169261314,20200410,95.22936999999999,2.484301014612135,4.920547945205479,0.648118879712665,5.36,4.24,2025-03-11
128037.XSHE,103.83,99.15003172473745,1.0472008752176216,20200410,98.856782,0.293249724737456,2.926027397260274,0.3634750919113991,8.01,3.68,2023-03-14
123011.XSHE,106.74,108.4364193204437,0.9843556313360867,20200410,102.54061899999999,5.895800320443718,3.2684931506849315,0.3799111430848008,34.66,24.16,2023-07-17
128042.XSHE,110.0,106.28723697921536,1.034931409699837,20200410,102.2361,4.051136979215366,3.3013698630136985,0.4628607231122554,13.01,10.37,2023-07-29
110055.XSHG,110.25,101.45770397266381,1.0866597181196327,20200410,97.34999300000001,4.107710972663795,3.9287671232876713,0.3333120901497574,17.25,12.97,2024-03-14
128022.XSHE,104.61,98.43591406359363,1.0627218835233008,20200410,97.359716,1.0761980635936244,2.6410958904109587,0.47571006194950305,7.91,4.65,2022-11-30
128018.XSHE,106.02,98.8827317660084,1.0721791166821817,20200410,98.023537,0.8591947660083958,2.5726027397260274,0.336283986178349,7.45,5.24,2022-11-05
128081.XSHE,110.868,97.99936478118414,1.1313134554244235,20200410,94.16675699999999,3.8326077811841524,4.616438356164384,0.2731232132939271,9.83,9.32,2024-11-20
128062.XSHE,91.16,87.64934278718478,1.0400534345287584,20200410,86.016649,1.6326937871847746,3.978082191780822,0.6302736147420419,16.25,5.96,2024-04-01
110059.XSHG,107.14,102.39995039859252,1.0462895693108913,20200410,100.311266,2.088684398592523,4.550684931506849,0.21155291536634516,15.05,10.21,2024-10-27
110034.XSHG,118.02,107.60520928674318,1.0967870494587655,20200410,105.119222,2.485987286743179,0.7643835616438356,0.33068545326336934,18.32,17.85,2021-01-14
113534.XSHG,113.5,102.71199979401659,1.105031546728894,20200410,97.025409,5.6865907940166,3.9972602739726026,0.4567972619882917,15.28,13.6,2024-04-08
128064.XSHE,107.7,98.97394676935416,1.0881651537144494,20200410,97.03451899999999,1.939427769354163,3.9945205479452053,0.3863994515524058,6.15,4.89,2024-04-07
110048.XSHG,117.55,101.70480296034931,1.1557959563210412,20200410,99.118634,2.586168960349313,3.6575342465753424,0.25983274620416885,8.48,8.05,2023-12-06
123004.XSHE,107.75,98.2560641647126,1.096624426349626,20200410,97.20767099999999,1.0483931647126037,2.6876712328767125,0.43293086949304044,3.98,3.4,2022-12-17
128051.XSHE,111.001,103.62276483231508,1.0712028402216884,20200410,98.47122900000001,5.151535832315076,3.6767123287671235,0.4592007512624517,12.72,11.58,2023-12-13
128063.XSHE,112.601,113.66622402118162,0.9906284911779676,20200410,109.66090700000001,4.005317021181616,3.9808219178082194,0.5502014082497427,8.67,7.86,2024-04-02
128073.XSHE,107.21,102.42594013310482,1.0467075026177761,20200410,100.846612,1.5793281331048206,3.3643835616438356,0.4245819259459828,5.8,4.85,2023-08-21
110066.XSHG,107.11,95.15611419203377,1.1256239381932116,20200410,93.322086,1.8340281920337633,4.8931506849315065,0.4137329469114105,4.92,4.15,2025-03-01
128069.XSHE,115.2,112.29313721827897,1.02588637964643,20200410,101.750927,10.542210218278964,4.205479452054795,0.4671908186169758,18.08,18.86,2024-06-23
113008.XSHG,112.22,,,20200410,105.068949,,-0.18904109589041096,0.31017775220025046,5.13,4.61,2020-02-01
113530.XSHG,107.61,107.07566319721151,1.0049902731100002,20200410,103.57836,3.4973031972115085,3.9616438356164383,0.4405985088036499,16.76,11.43,2024-03-26
113535.XSHG,103.82,101.8638341785739,1.0192037324846501,20200410,99.646986,2.216848178573902,3.0767123287671234,0.41522855436494244,12.56,8.83,2023-05-08
128046.XSHE,114.6,101.2392862608454,1.131971631099121,20200410,96.62454,4.614746260845404,3.5178082191780824,0.4209947300857815,18.62,14.24,2023-10-16
123028.XSHE,110.19,107.66545464482245,1.0234480536352701,20200410,103.494825,4.170629644822438,4.191780821917808,0.4214129972366776,11.95,9.81,2024-06-18
113524.XSHG,105.6,104.36010294122532,1.011880948981748,20200410,101.088385,3.2717179412253246,3.6767123287671235,0.39808516174306224,14.56,10.61,2023-12-13
113014.XSHG,105.97,98.70471833971274,1.07360622453004,20200410,98.11392099999999,0.5907973397127493,2.5452054794520547,0.3484339143080076,8.59,5.1,2022-10-26
123012.XSHE,113.68799999999999,98.63575628625898,1.152604332145603,20200410,96.32476700000001,2.310989286258966,3.2739726027397262,0.46729083059696347,5.36,5.19,2023-07-19
113027.XSHG,108.61,99.72940111091569,1.089046948945453,20200410,96.724326,3.00507511091568,4.178082191780822,0.38970807150994446,10.17,8.34,2024-06-13
110033.XSHG,112.2,106.04323290816457,1.0580590285960756,20200410,105.704334,0.3388989081645716,0.736986301369863,0.2715988627369415,7.42,6.36,2021-01-04
128010.XSHE,106.81,104.42354097533403,1.0228536496883367,20200410,104.37740600000001,0.04613497533402767,0.7835616438356164,0.46689673530664144,9.26,4.05,2021-01-21
113564.XSHG,122.56,115.99346011258498,1.0566112941284918,20200410,104.333626,11.659834112584983,4.887671232876713,0.40836906621339475,23.8,24.03,2025-02-27
113519.XSHG,111.03,106.18557781386866,1.045622223713121,20200410,103.625777,2.5598008138686636,3.5753424657534247,0.374069533643145,11.85,8.61,2023-11-06
128034.XSHE,111.7,98.7565155201154,1.131064612919116,20200410,97.780305,0.9762105201154073,2.7945205479452055,0.23484087344412602,4.68,4.19,2023-01-25
113021.XSHG,109.86,104.458571414461,1.0517088115642297,20200410,103.620161,0.8384104144610137,3.8986301369863012,0.17869521045624026,7.22,5.14,2024-03-03
113024.XSHG,105.29,96.10912986727368,1.0955254734425863,20200410,94.794057,1.3150728672736829,3.9945205479452053,0.28067480570938313,9.87,6.2,2024-04-07
128071.XSHE,107.1,97.08836060148475,1.103118842840592,20200410,96.059225,1.0291356014847588,4.35068493150685,0.32968321862054184,4.38,3.37,2024-08-15
110064.XSHG,114.4,102.44651481762459,1.1166802521652885,20200410,100.96602299999999,1.4804918176245936,4.695890410958904,0.3181601662056392,4.65,3.92,2024-12-19
123010.XSHE,114.71,102.73132558197874,1.1166019648842396,20200410,98.457927,4.273398581978741,3.232876712328767,0.4198325533352553,12.38,11.0,2023-07-04
128058.XSHE,122.291,107.58811931307113,1.1366589617961895,20200410,104.678087,2.910032313071124,3.9068493150684933,0.45586492016824454,5.54,5.69,2024-03-06
