sec_id,cb_close,evalute_price,cb_close/evaluate_price,trade_date,pure_bond_close,option_price,duration,volatality,strike_price,stock_price,accrual_end_date
123023.XSHE,104.35,98.1553580594082,1.0631105837018342,20200403,96.74934300000001,1.4060150594081933,3.9616438356164383,0.36141908090193575,7.19,4.83,2024-03-19
113525.XSHG,106.63,99.0171129706763,1.0768845586477385,20200403,97.453918,1.5631949706762902,3.7041095890410958,0.34974928162899777,8.11,5.83,2023-12-16
113568.XSHG,112.71,105.08818636937148,1.0725277873179657,20200403,101.66226999999999,3.425916369371497,4.923287671232877,0.3807376329705274,9.08,8.06,2025-03-05
113016.XSHG,104.16,98.61214957760676,1.0562592991447484,20200403,97.73168199999999,0.8804675776067654,2.591780821917808,0.36476613444781303,17.12,9.04,2022-11-05
113537.XSHG,113.21,111.20353811219118,1.0180431479238055,20200403,102.63031,8.573228112191188,4.186301369863013,0.5050781875709939,19.93,17.32,2024-06-09
123033.XSHE,111.554,120.10618817890789,0.9287947747857196,20200403,99.629102,20.47708617890788,4.580821917808219,0.7474114434232325,41.2,31.94,2024-10-31
127003.XSHE,108.396,106.87312507329636,1.0142493721004153,20200403,106.530667,0.34245807329637173,1.178082191780822,0.40629449831372316,3.01,2.48,2021-06-07
113545.XSHG,109.99,97.3129319444572,1.1302711551510791,20200403,93.960317,3.3526149444572,4.531506849315068,0.40154825642754316,11.4,9.34,2024-10-13
110052.XSHG,118.8,105.41999145798898,1.126920979189636,20200403,102.03249,3.387501457988983,3.9205479452054797,0.5293030134431506,8.04,7.72,2024-03-04
128076.XSHE,110.29700000000001,98.73183409568253,1.1171371524721145,20200403,93.960317,4.771517095682528,4.531506849315068,0.32945111321712056,14.96,12.36,2024-10-13
127006.XSHE,108.265,98.48384612928517,1.0993173424388256,20200403,95.590191,2.893655129285169,2.9397260273972603,0.28860402110850775,20.62,15.62,2023-03-12
110058.XSHG,112.29,99.0260417224045,1.133944142842524,20200403,96.89800799999999,2.128033722404503,4.035616438356165,0.5395383160073064,5.1,4.52,2024-04-15
123026.XSHE,112.52,100.76460182162826,1.1166619821431036,20200403,96.37540600000001,4.3891958216282525,3.1835616438356165,0.4619320966982052,12.31,11.18,2023-06-09
128013.XSHE,103.36,104.16731107025133,0.9922498616700697,20200403,104.10295,0.06436107025132112,1.3178082191780822,0.3910825639682751,8.0,3.36,2021-07-28
128085.XSHE,113.76,104.32865162690065,1.0904003667834956,20200403,101.976711,2.351940626900654,4.704109589041096,0.5657408376279726,3.98,3.89,2024-12-15
113541.XSHG,110.95,102.67221673025287,1.080623400695585,20200403,96.183572,6.488644730252871,4.304109589041096,0.34235749975719826,18.72,16.35,2024-07-22
128025.XSHE,115.37,101.28355070700013,1.1390793390898202,20200403,97.02023299999999,4.263317707000145,2.673972602739726,0.2824276862490645,15.45,15.3,2022-12-05
110045.XSHG,102.44,98.722135149552,1.037659891014471,20200403,98.225658,0.49647714955200617,3.2739726027397262,0.24821418372043125,12.02,6.3,2023-07-12
128093.XSHE,116.2,109.96610038851169,1.0566892850566116,20200403,107.070799,2.895301388511704,4.7534246575342465,0.41229526065672883,6.0,5.3,2025-01-02
128072.XSHE,105.11399999999999,99.49323085486023,1.0564939855389688,20200403,95.807819,3.6854118548602326,4.380821917808219,0.5312447919744719,15.36,9.39,2024-08-19
113542.XSHG,112.01,100.71400513118355,1.1121591267679507,20200403,95.906638,4.807367131183556,4.328767123287672,0.31175304046632807,16.62,14.03,2024-07-31
110043.XSHG,108.97,97.92621397462574,1.1127766057435435,20200403,97.075455,0.8507589746257327,2.824657534246575,0.24048235993519357,6.52,5.0,2023-01-29
113532.XSHG,106.74,96.68678099472436,1.1039771818013486,20200403,94.628502,2.058278994724366,3.9972602739726026,0.38554282091617265,7.75,5.67,2024-04-01
113505.XSHG,109.06,100.43785331634292,1.0858455890778593,20200403,98.62735699999999,1.8104963163429337,2.9205479452054797,0.4607993490012762,7.24,5.63,2023-03-05
128075.XSHE,113.55,97.7153680098709,1.1620485325146555,20200403,95.32148199999999,2.3938860098709083,4.473972602739726,0.34543904816913795,5.79,5.39,2024-09-22
127013.XSHE,119.99,105.43148553466186,1.1380850738421195,20200403,99.907326,5.524159534661867,4.032876712328767,0.5621149206345619,11.49,11.41,2024-04-14
128023.XSHE,101.08200000000001,100.18736822444068,1.0089295865478287,20200403,99.47488,0.7124882244406814,2.6684931506849314,0.49235953936122734,10.34,4.68,2022-12-03
110053.XSHG,111.85,104.14562506038837,1.0739769427198145,20200403,102.920726,1.2248990603883607,3.9452054794520546,0.17235087757246842,7.56,5.96,2024-03-13
113502.XSHG,110.63,102.80752565410782,1.0760885382283258,20200403,99.694952,3.1125736541078157,2.6027397260273974,0.35626956401017473,45.04,25.31,2022-11-09
128033.XSHE,106.5,98.14212444842705,1.0851609397956832,20200403,96.82943900000001,1.3126854484270494,2.7315068493150685,0.3910096942532244,8.93,6.1,2022-12-26
113025.XSHG,113.3,101.15682886810575,1.1200430190207646,20200403,97.038016,4.11881286810575,4.019178082191781,0.33751270198319944,11.3,10.21,2024-04-09
113013.XSHG,118.92,103.17947614032421,1.1525547952799127,20200403,100.175326,3.0041501403242097,2.2575342465753425,0.31424354987811604,19.4,16.35,2022-07-06
113032.XSHG,110.76,97.1464437113779,1.1401343761905272,20200403,92.877787,4.268656711377906,4.912328767123288,0.3994576363520918,14.58,11.39,2025-03-01
113553.XSHG,121.4,141.18441947559117,0.8598682521125384,20200403,102.15438,39.030039475591174,4.695890410958904,0.4352494679606168,62.69,62.4,2024-12-12
127014.XSHE,111.704,99.44367884297301,1.123289094889447,20200403,96.47165,2.972028842973023,4.558904109589041,0.39223162157072444,8.84,7.17,2024-10-23
113508.XSHG,106.95,100.22686328345668,1.067079189114492,20200403,98.66451500000001,1.5623482834566724,3.0602739726027397,0.2989165365783566,15.91,10.29,2023-04-25
128015.XSHE,106.01,91.69102738192296,1.1561654725323762,20200403,90.27929300000001,1.41173438192296,2.1780821917808217,0.5037684169933642,9.48,6.12,2022-06-07
110065.XSHG,110.55,96.30042935787405,1.147969959606009,20200403,92.759862,3.5405673578740493,4.723287671232876,0.3550212965443059,9.93,8.35,2024-12-22
128014.XSHE,104.68,102.85605242867611,1.0177330116046277,20200403,102.529466,0.32658642867610965,2.0356164383561643,0.32099528195909666,12.64,6.75,2022-04-16
113011.XSHG,116.58,100.65649901004075,1.1581964517598693,20200403,100.017966,0.6385330100407389,1.9506849315068493,0.22880945618570925,3.97,3.59,2022-03-16
113017.XSHG,106.42,98.38403816359349,1.0816795283706924,20200403,98.017262,0.36677616359348597,2.7315068493150685,0.362163886935183,2.95,2.02,2022-12-26
123007.XSHE,110.7,101.97379509219878,1.0855730131443229,20200403,98.25532199999999,3.7184730921987867,2.734246575342466,0.5361938418519929,15.05,10.88,2022-12-27
128049.XSHE,109.2,99.98470139098033,1.0921670863723856,20200403,97.915183,2.069518390980339,3.649315068493151,0.36469758918863165,7.52,6.36,2023-11-26
128066.XSHE,112.51100000000001,105.55247156908436,1.065924827031277,20200403,99.361717,6.19075456908436,4.038356164383561,0.3797825220307011,14.8,14.0,2024-04-16
128037.XSHE,104.05,98.87149487623101,1.0523761184176645,20200403,98.545711,0.32578387623101723,2.9452054794520546,0.37505812114924264,8.01,3.61,2023-03-14
123011.XSHE,109.0,108.82262588122835,1.0016299378675648,20200403,102.21087,6.611755881228348,3.287671232876712,0.3798956738895562,34.66,23.9,2023-07-17
128042.XSHE,110.0,105.5350496672675,1.0423077484381698,20200403,101.904811,3.6302386672675033,3.3205479452054796,0.4620149733071429,13.01,10.1,2023-07-29
110055.XSHG,110.56,101.45634427048162,1.0897297827452577,20200403,96.892303,4.564041270481628,3.947945205479452,0.3502531027699826,17.25,13.18,2024-03-14
128022.XSHE,104.1,98.11834319031688,1.0609636956270316,20200403,97.065719,1.0526241903168785,2.66027397260274,0.476618929922008,7.91,4.54,2022-11-30
128018.XSHE,106.18,98.5881310258954,1.0770059123253946,20200403,97.73168199999999,0.8564490258954036,2.591780821917808,0.3376252796222463,7.45,5.16,2022-11-05
128062.XSHE,90.15,86.78240469083975,1.0388050471885082,20200403,85.59585600000001,1.186548690839743,3.9972602739726026,0.6282945055943112,16.25,4.89,2024-04-01
110059.XSHG,106.29,101.28992852953682,1.0493639549662148,20200403,99.35470600000001,1.935222529536818,4.5698630136986305,0.21285490128254037,15.05,10.15,2024-10-27
110034.XSHG,117.31,106.82442525188345,1.0981570902290596,20200403,104.465305,2.359120251883447,0.7835616438356164,0.3291944850692368,18.32,17.6,2021-01-14
113534.XSHG,114.53,102.61820406090388,1.1160787800576444,20200403,96.963252,5.654952060903881,4.016438356164383,0.4577056958352168,15.28,13.42,2024-04-08
128064.XSHE,107.19,98.68439976243955,1.0861899171301215,20200403,96.972577,1.7118227624395461,4.013698630136986,0.38345235552803686,6.15,4.87,2024-04-07
110048.XSHG,117.09,101.12926440261599,1.1578250933759502,20200403,98.270504,2.858760402615989,3.6767123287671235,0.2606940521761093,8.48,8.11,2023-12-06
123004.XSHE,107.30799999999999,97.7436933659801,1.0978508822887263,20200403,96.911159,0.8325343659801067,2.706849315068493,0.4381214938347581,3.98,3.06,2022-12-17
128051.XSHE,115.07,103.60093382187395,1.1107042741317887,20200403,98.023916,5.577017821873949,3.695890410958904,0.45916082537603314,12.72,11.85,2023-12-13
128063.XSHE,114.98899999999999,113.69363766428843,1.0113934461270073,20200403,109.180489,4.513148664288442,4.0,0.558532027514985,8.67,7.96,2024-04-02
128073.XSHE,113.3,102.1323740062204,1.109344623606805,20200403,100.51282900000001,1.6195450062203958,3.3835616438356166,0.435028549132123,5.8,4.78,2023-08-21
110066.XSHG,106.68,94.67317178802699,1.126823977534589,20200403,92.62968000000001,2.0434917880269863,4.912328767123288,0.42779596187902474,4.92,4.15,2025-03-01
128069.XSHE,115.601,109.5055656685601,1.0556632377014419,20200403,101.27076,8.234805668560098,4.2246575342465755,0.47290382028484396,18.08,17.39,2024-06-23
113008.XSHG,112.04,,,20200403,104.718303,,-0.16986301369863013,0.3123889978216262,5.13,4.63,2020-02-01
113530.XSHG,109.01,106.78840065820408,1.0208037514196562,20200403,103.111738,3.676662658204079,3.9808219178082194,0.44984447819218587,16.76,11.14,2024-03-26
113535.XSHG,105.77,102.31719178375988,1.033746119845992,20200403,99.329944,2.987247783759888,3.095890410958904,0.4100703284072136,12.56,9.2,2023-05-08
128046.XSHE,113.398,100.61742282975351,1.1270215118893618,20200403,96.19358100000001,4.423841829753492,3.536986301369863,0.42509402461102647,18.62,14.52,2023-10-16
123028.XSHE,111.088,107.38433478770344,1.0344898091478485,20200403,103.00966700000001,4.374667787703424,4.210958904109589,0.4274363641993975,11.95,9.82,2024-06-18
113524.XSHG,108.6,103.48180415276443,1.0494598629115497,20200403,100.646971,2.834833152764428,3.695890410958904,0.3978954765261852,14.56,10.19,2023-12-13
113014.XSHG,105.79,98.56372834825373,1.073315729557366,20200403,97.82356700000001,0.7401613482537172,2.5643835616438357,0.35051954946907027,8.59,5.21,2022-10-26
128057.XSHE,118.65,103.43635951896826,1.1470821339012987,20200403,99.08205699999999,4.3543025189682725,3.9205479452054797,0.47166948597508407,8.81,9.08,2024-03-04
113027.XSHG,108.27,99.46780669262941,1.0884928862920513,20200403,96.25074000000001,3.2170666926294054,4.197260273972603,0.3953504521813526,10.17,7.98,2024-06-13
110033.XSHG,111.4,105.3690353266969,1.057236593792513,20200403,104.97546799999999,0.39356732669691746,0.7561643835616438,0.27468791316692476,7.42,6.26,2021-01-04
128010.XSHE,106.501,104.03616350092098,1.023692112589842,20200403,104.00659300000001,0.02957050092097268,0.8027397260273973,0.46810298119110505,9.26,3.98,2021-01-21
113564.XSHG,120.7,113.57975529625827,1.0626893823214312,20200403,103.628327,9.951428296258278,4.906849315068493,0.4063929440824484,23.8,21.45,2025-02-27
113519.XSHG,110.66,105.71830017265859,1.0467440340912657,20200403,103.190766,2.5275341726585894,3.5945205479452054,0.3742501140146787,11.85,8.54,2023-11-06
128034.XSHE,111.21,98.19570934854713,1.1325342088548742,20200403,97.10831999999999,1.0873893485471393,2.813698630136986,0.23916638860843303,4.68,4.18,2023-01-25
113021.XSHG,108.75,103.5820315259521,1.049892518981471,20200403,102.74193100000001,0.8401005259520887,3.9178082191780823,0.1827714529131943,7.22,5.13,2024-03-03
113024.XSHG,105.25,95.35914365911925,1.1037221598406717,20200403,94.135122,1.2240216591192552,4.013698630136986,0.2933270887592893,9.87,6.18,2024-04-07
110064.XSHG,113.0,101.50520731906101,1.1132433791776557,20200403,100.00972900000001,1.4954783190610088,4.715068493150685,0.3256754910029307,4.65,3.85,2024-12-19
128071.XSHE,108.141,96.73443463275562,1.1179162871065353,20200403,95.575057,1.1593776327556147,4.36986301369863,0.3420696893324517,4.38,3.33,2024-08-15
123010.XSHE,116.43799999999999,102.7699980409485,1.1329960321066224,20200403,98.130214,4.639784040948492,3.252054794520548,0.4216025408367459,12.38,11.12,2023-07-04
128058.XSHE,122.48700000000001,106.98153401208756,1.1449359100250005,20200403,104.212358,2.769176012087572,3.926027397260274,0.45660396883951854,5.54,5.52,2024-03-06
128050.XSHE,114.51,113.55801569855726,1.0083832417781042,20200410,106.522577,7.035438698557257,3.665753424657534,0.5127929562698771,14.93,15.09,2023-12-09
128035.XSHE,108.802,102.02783413100471,1.066395272688992,20200410,96.56324599999999,5.46458813100471,2.824657534246575,0.47483600491116923,52.3,29.03,2023-02-05
113557.XSHG,111.67,103.36234727121983,1.0803740718753332,20200410,99.152807,4.20954027121983,4.693150684931507,0.3520230686190892,10.26,9.15,2024-12-18
113559.XSHG,109.62,100.94308477151911,1.0859584908477957,20200410,97.176572,3.7665127715191162,4.704109589041096,0.47030075572977764,10.39,8.36,2024-12-22
128096.XSHE,112.1,98.30567632306656,1.1403207240200504,20200410,96.752888,1.5527883230665607,4.841095890410959,0.2989971504880941,4.7,4.07,2025-02-10
113009.XSHG,113.6,103.87700224414058,1.0936010622737031,20200410,103.418019,0.4589832441405805,0.7835616438356164,0.3618528752960241,14.41,10.23,2021-01-21
128012.XSHE,100.971,92.02693554683479,1.0971896369255212,20200410,92.00434399999999,0.02259154683480131,1.0273972602739727,0.5045307786052304,7.71,2.47,2021-04-20
110038.XSHG,115.4,103.56017948145033,1.1143279258285799,20200410,100.033863,3.5263164814503356,1.5917808219178082,0.35076092051424435,25.5,21.78,2021-11-12
123030.XSHE,116.04899999999999,103.99220936690898,1.1159393641744049,20200410,101.229069,2.7631403669089916,4.361643835616438,0.4599310369609774,5.7,5.7,2024-08-19
127012.XSHE,108.31200000000001,95.04839089028178,1.1395458564367382,20200410,93.546109,1.5022818902817778,3.947945205479452,0.21895578147196754,9.09,6.95,2024-03-21
113026.XSHG,106.53,95.75817543690175,1.1124898685041902,20200410,95.03693,0.7212454369017481,4.013698630136986,0.19052972356039358,6.2,4.44,2024-04-14
113569.XSHG,110.51,103.40946195775935,1.0686642973264968,20200410,98.397892,5.01156995775935,4.912328767123288,0.4855317001391361,14.88,11.49,2025-03-08
123015.XSHE,110.3,100.15445745082357,1.101298961697815,20200410,98.11211,2.0423474508235637,3.33972602739726,0.509956647412307,5.79,4.59,2023-08-12
128040.XSHE,113.512,103.13729762013219,1.1005911791297767,20200410,98.644677,4.492620620132189,3.175342465753425,0.45060211433147984,11.37,10.32,2023-06-13
128048.XSHE,117.475,101.55413031644576,1.1567722517434231,20200410,99.324619,2.229511316445761,3.589041095890411,0.3512333930024308,5.91,5.61,2023-11-11
110031.XSHG,119.12,106.64408460963784,1.1169864736148212,20200410,106.220982,0.4231026096378424,0.16986301369863013,0.34614174697658184,21.79,19.56,2020-06-11
113527.XSHG,101.28,104.88348925527137,0.9656429312100688,20200410,102.90001099999999,1.9834782552713783,3.789041095890411,0.43157324291480353,10.52,6.73,2024-01-23
128032.XSHE,102.3,97.91301966889,1.0448048721808942,20200410,97.581901,0.3311186688899966,2.706849315068493,0.3166807366418109,9.93,4.89,2022-12-24
113516.XSHG,109.35,103.14456887864526,1.060162461182573,20200410,102.190884,0.9536848786452583,3.3095890410958906,0.25234237345321137,5.67,4.42,2023-08-01
128044.XSHE,108.375,98.29824364277057,1.1025120692272972,20200410,97.004463,1.2937806427705658,3.3424657534246576,0.39144642259190465,5.92,4.52,2023-08-13
110047.XSHG,115.13,104.38316617056957,1.1029556222874992,20200410,103.288324,1.0948421705695568,3.6136986301369864,0.2837146770260573,3.34,3.08,2023-11-20
110041.XSHG,114.6,100.53390952606009,1.1399138911462878,20200410,99.86977900000001,0.6641305260600707,2.6986301369863015,0.3079882099042104,2.82,2.54,2022-12-21
113528.XSHG,104.99,104.36753868943909,1.0059641275283222,20200410,99.85686700000001,4.51067168943908,3.8904109589041096,0.33651827439234266,24.03,16.5,2024-02-29
110063.XSHG,114.67,98.78157115360622,1.160844058874981,20200410,97.474662,1.3069091536062318,4.676712328767123,0.2837146770260573,3.3,3.08,2024-12-12
113012.XSHG,107.48,99.96971608051805,1.0751255901680563,20200410,98.781155,1.1885610805180526,1.9506849315068493,0.3917441575824712,13.29,8.73,2022-03-23
128026.XSHE,101.49,99.22479318802456,1.0228290403960127,20200410,97.689865,1.5349281880245689,2.673972602739726,0.43318994859068466,11.54,7.41,2022-12-12
123023.XSHE,103.11,98.51330783888957,1.0466606214119614,20200410,97.207756,1.3055518388895755,3.9424657534246577,0.3607746523246887,7.19,4.83,2024-03-19
113525.XSHG,106.51,99.46521699870124,1.0708265986228207,20200410,97.900071,1.565145998701245,3.684931506849315,0.34937382065632794,8.11,5.86,2023-12-16
113568.XSHG,108.91,106.76742610240099,1.020067673969625,20200410,102.369224,4.398202102400985,4.904109589041096,0.37885876714152994,9.08,8.1,2025-03-05
113016.XSHG,102.01,98.96897990052899,1.0307270025671422,20200410,98.023537,0.945442900528983,2.5726027397260274,0.3685835712019731,17.12,8.84,2022-11-05
113537.XSHG,113.89,111.4228639179639,1.022142098984752,20200410,103.11527,8.3075939179639,4.167123287671233,0.5064416872256865,19.93,17.58,2024-06-09
123033.XSHE,110.02600000000001,120.03771211927,0.9165952770799038,20200410,100.318759,19.718953119269997,4.561643835616438,0.7469721932173915,41.2,30.56,2024-10-31
127003.XSHE,108.291,107.35107441214113,1.008755623481236,20200410,106.966319,0.38475541214113484,1.158904109589041,0.4057779045734255,3.01,2.52,2021-06-07
113545.XSHG,110.8,98.4871674330845,1.1250196638590633,20200410,94.621488,3.8656794330844875,4.512328767123288,0.3894934864667187,11.4,9.42,2024-10-13
110052.XSHG,119.06,107.23421093578843,1.1102800026317425,20200410,102.91975699999999,4.314453935788431,3.9013698630136986,0.5179561023870652,8.04,7.94,2024-03-04
128076.XSHE,107.17299999999999,98.97208945364,1.0828608407848297,20200410,94.621488,4.35060145364,4.512328767123288,0.32533963447449804,14.96,12.44,2024-10-13
127006.XSHE,108.667,99.10204350995473,1.096516238730077,20200410,96.282239,2.819804509954724,2.9205479452054797,0.28510126769272703,20.62,15.66,2023-03-12
110058.XSHG,111.7,99.36457092575337,1.1241431322987732,20200410,97.361432,2.0031389257533734,4.016438356164383,0.5402597547106391,5.1,4.55,2024-04-15
123026.XSHE,112.92,101.94398976663844,1.107667065596382,20200410,96.703474,5.240515766638433,3.164383561643836,0.46108323083799085,12.31,11.9,2023-06-09
128013.XSHE,102.913,104.57883427572212,0.9840710188896336,20200410,104.56156,0.01727427572211073,1.2986301369863014,0.3882118704522055,8.0,3.22,2021-07-28
128085.XSHE,111.0,104.87885425093202,1.0583639647170686,20200410,102.67949899999999,2.1993552509320353,4.684931506849315,0.5592770540975197,3.98,3.79,2024-12-15
113536.XSHG,113.0,104.48531643617105,1.0814916760962339,20200410,96.855143,7.630173436171055,4.13972602739726,0.336387765829853,19.75,19.16,2024-05-30
113541.XSHG,109.82,103.1354483540647,1.064813328032348,20200410,96.664221,6.471227354064707,4.284931506849315,0.34462997292748637,18.72,16.81,2024-07-22
128025.XSHE,113.75,101.67895556070967,1.118717234778076,20200410,97.31497,4.36398556070967,2.654794520547945,0.28130905346255747,15.45,15.41,2022-12-05
110045.XSHG,101.92,99.5208119430738,1.024107400352587,20200410,98.963429,0.5573829430737919,3.254794520547945,0.24810393539805048,12.02,6.35,2023-07-12
128093.XSHE,111.111,109.93197178278105,1.0107250711335247,20200410,107.78639,2.1455817827810506,4.734246575342466,0.4114216328780002,6.0,5.2,2025-01-02
128072.XSHE,104.9,101.0899575389728,1.037689623715178,20200410,96.29605500000001,4.793902538972781,4.361643835616438,0.5303834055096369,15.36,9.74,2024-08-19
110043.XSHG,109.51,98.60362320821025,1.1106082762167875,20200410,97.74900799999999,0.8546152082102582,2.8054794520547945,0.23408041216641773,6.52,5.05,2023-01-29
113542.XSHG,111.99,101.51345677269467,1.1032034920332192,20200410,96.388543,5.124913772694665,4.30958904109589,0.31201416275547494,16.62,14.02,2024-07-31
113532.XSHG,106.72,97.14080899797327,1.0986113982458865,20200410,95.089191,2.05161799797327,3.978082191780822,0.38225707810320525,7.75,5.81,2024-04-01
113505.XSHG,109.22,101.01573239087146,1.0812177213880194,20200410,98.93711400000001,2.078618390871449,2.9013698630136986,0.46205602101909676,7.24,5.92,2023-03-05
128023.XSHE,101.7,100.63856459246472,1.010547004638168,20200410,99.770921,0.8676435924647223,2.649315068493151,0.4923143475869863,10.34,4.77,2022-12-03
113502.XSHG,106.01,102.47716509116457,1.0344743622219896,20200410,99.98740699999999,2.4897580911645765,2.5835616438356164,0.3598752152621794,45.04,25.6,2022-11-09
110053.XSHG,112.47,105.07304975254296,1.0703981683683643,20200410,103.80494,1.2681097525429585,3.926027397260274,0.1685282974458592,7.56,6.01,2024-03-13
128033.XSHE,105.57700000000001,98.30759571666869,1.0739454996364919,20200410,97.127275,1.1803207166686929,2.712328767123288,0.3902140036441542,8.93,6.14,2022-12-26
113025.XSHG,113.11,100.96396493147112,1.120300694181067,20200410,97.103337,3.8606279314711274,4.0,0.33587357740673796,11.3,10.22,2024-04-09
113013.XSHG,119.29,104.55034056787696,1.1409814578514323,20200410,101.174949,3.3753915678769544,2.2383561643835614,0.3062600813687608,19.4,16.48,2022-07-06
113032.XSHG,111.1,98.79610829503865,1.1245382223783325,20200410,93.829657,4.966451295038658,4.8931506849315065,0.394511195329106,14.58,11.62,2025-03-01
113553.XSHG,118.5,128.77304979425517,0.9202236041573236,20200410,102.845739,25.92731079425517,4.676712328767123,0.4336949577295083,62.69,58.8,2024-12-12
123032.XSHE,110.0,96.98116804181805,1.1342408244925268,20200410,94.205398,2.775770041818051,4.504109589041096,0.4815179147653803,6.92,5.9,2024-10-10
127014.XSHE,112.116,100.4718635349659,1.1158945007622132,20200410,97.381514,3.090349534965904,4.53972602739726,0.3791687288793737,8.84,7.31,2024-10-23
113508.XSHG,106.75,100.56439389021828,1.0615089085758749,20200410,98.98204,1.5823538902182794,3.041095890410959,0.29580133745471804,15.91,10.49,2023-04-25
128015.XSHE,104.3,92.14077915366228,1.131963512334315,20200410,90.796161,1.344618153662282,2.158904109589041,0.503456293594588,9.48,6.54,2022-06-07
110065.XSHG,110.41,96.7368135837492,1.1413441885225353,20200410,93.701059,3.0357545837491915,4.704109589041096,0.3385886332409876,9.93,8.25,2024-12-22
128014.XSHE,103.75,103.58135089572413,1.0016281801967002,20200410,103.044009,0.5373418957241195,2.0164383561643837,0.33104813208957995,12.64,7.21,2022-04-16
113011.XSHG,117.95,101.49785101457017,1.1620935696763481,20200410,100.932864,0.5649870145701745,1.9315068493150684,0.22707039472375082,3.97,3.58,2022-03-16
