trade_date,buysell,sec_id,shares,price,value,cash
2019-02-15,1,113521.XSHG,42,94.202,39564.84,283444.76
2019-02-15,1,128036.XSHE,-1,91.395,-913.9499999999999,284358.71
2019-02-15,1,123011.XSHE,-1,103.84,-1038.4,285397.11000000004
2019-02-15,1,128051.XSHE,-1,101.1,-1011.0,286408.11000000004
2019-02-15,0,128043.XSHE,41,96.536,39579.76,246828.35000000003
2019-02-22,1,113502.XSHG,-1,95.5,-955.0,247783.35000000003
2019-02-22,1,127003.XSHE,-1,94.739,-947.3900000000001,248730.74000000005
2019-02-22,1,127004.XSHE,-1,99.999,-999.99,249730.73000000004
2019-02-22,1,128010.XSHE,-1,100.25,-1002.5,250733.23000000004
2019-02-22,1,128013.XSHE,-1,92.54,-925.4000000000001,251658.63000000003
2019-02-22,1,128014.XSHE,-1,98.507,-985.07,252643.70000000004
2019-02-22,1,128015.XSHE,-1,102.38,-1023.8,253667.50000000003
2019-02-22,1,128018.XSHE,-1,97.05,-970.5,254638.00000000003
2019-02-22,1,128023.XSHE,-1,93.05,-930.5,255568.50000000003
2019-02-22,1,128026.XSHE,-1,93.15,-931.5,256500.00000000003
2019-02-22,1,128037.XSHE,-1,101.3,-1013.0,257513.00000000003
2019-02-22,1,128040.XSHE,-1,93.001,-930.01,258443.01000000004
2019-02-22,1,128042.XSHE,-1,98.3,-983.0,259426.01000000004
2019-02-22,1,128050.XSHE,-1,106.47,-1064.7,260490.71000000005
2019-02-22,1,113524.XSHG,-1,90.9,-909.0,261399.71000000005
2019-02-22,1,123010.XSHE,-1,93.697,-936.97,262336.68000000005
2019-02-22,1,128036.XSHE,41,93.697,38415.770000000004,300752.45000000007
2019-02-22,1,123011.XSHE,-1,106.4,-1064.0,301816.45000000007
2019-02-22,1,128051.XSHE,-1,105.55,-1055.5,302871.95000000007
2019-02-22,1,128043.XSHE,41,105.55,43275.5,346147.45000000007
2019-02-22,0,110034.XSHG,40,99.36,39744.0,306403.45000000007
2019-02-22,0,113527.XSHG,40,96.78,38712.0,267691.45000000007
2019-03-01,1,113502.XSHG,0,101.33,0.0,267691.45000000007
2019-03-01,1,127003.XSHE,0,100.302,0.0,267691.45000000007
2019-03-01,1,127004.XSHE,0,93.847,0.0,267691.45000000007
2019-03-01,1,128010.XSHE,0,102.31,0.0,267691.45000000007
2019-03-01,1,128013.XSHE,0,99.45,0.0,267691.45000000007
2019-03-01,1,128014.XSHE,0,94.123,0.0,267691.45000000007
2019-03-01,1,128015.XSHE,0,104.0,0.0,267691.45000000007
2019-03-01,1,128018.XSHE,0,106.16,0.0,267691.45000000007
2019-03-01,1,128023.XSHE,0,99.97,0.0,267691.45000000007
2019-03-01,1,128026.XSHE,0,101.9,0.0,267691.45000000007
2019-03-01,1,128037.XSHE,0,93.892,0.0,267691.45000000007
2019-03-01,1,128040.XSHE,0,98.3,0.0,267691.45000000007
2019-03-01,1,128042.XSHE,0,101.01,0.0,267691.45000000007
2019-03-01,1,128050.XSHE,0,99.885,0.0,267691.45000000007
2019-03-01,1,113524.XSHG,0,91.798,0.0,267691.45000000007
2019-03-01,1,123010.XSHE,0,95.06,0.0,267691.45000000007
2019-03-01,1,123011.XSHE,0,98.88,0.0,267691.45000000007
2019-03-01,1,128051.XSHE,0,94.81,0.0,267691.45000000007
2019-03-01,1,110034.XSHG,40,94.81,37924.0,305615.45000000007
2019-03-01,1,113527.XSHG,0,109.71,0.0,305615.45000000007
2019-03-01,0,113508.XSHG,40,97.54,39016.0,266599.45000000007
2019-03-08,1,113502.XSHG,-1,95.3,-953.0,267552.45000000007
2019-03-08,1,127003.XSHE,-1,100.619,-1006.19,268558.6400000001
2019-03-08,1,127004.XSHE,-1,102.62,-1026.2,269584.8400000001
2019-03-08,1,128010.XSHE,-1,95.0,-950.0,270534.8400000001
2019-03-08,1,128013.XSHE,-1,113.61,-1136.1,271670.94000000006
2019-03-08,1,128014.XSHE,-1,100.3,-1003.0,272673.94000000006
2019-03-08,1,128015.XSHE,40,100.3,40120.0,312793.94000000006
2019-03-08,1,128018.XSHE,40,100.3,40120.0,352913.94000000006
2019-03-08,1,128023.XSHE,-1,104.66,-1046.6,353960.54000000004
2019-03-08,1,128026.XSHE,-1,101.001,-1010.01,354970.55000000005
2019-03-08,1,128037.XSHE,-1,96.47,-964.7,355935.25000000006
2019-03-08,1,128040.XSHE,-1,106.92,-1069.2,357004.45000000007
2019-03-08,1,128042.XSHE,-1,107.71,-1077.1,358081.55000000005
2019-03-08,1,128050.XSHE,-1,105.84,-1058.4,359139.95000000007
2019-03-08,1,113524.XSHG,-1,111.0,-1110.0,360249.95000000007
2019-03-08,1,123010.XSHE,-1,102.42,-1024.2,361274.1500000001
2019-03-08,1,123011.XSHE,-1,95.14,-951.4,362225.5500000001
2019-03-08,1,128051.XSHE,40,95.14,38056.0,400281.5500000001
2019-03-08,1,113527.XSHG,-1,101.901,-1019.01,401300.5600000001
2019-03-08,1,113508.XSHG,-1,93.01,-930.1,402230.6600000001
2019-03-08,0,110034.XSHG,39,106.179,41409.81,360820.8500000001
2019-03-08,0,110038.XSHG,39,97.96,38204.399999999994,322616.45000000007
2019-03-08,0,128028.XSHE,39,108.7,42393.0,280223.45000000007
2019-03-15,1,113502.XSHG,-1,96.02,-960.1999999999999,281183.6500000001
2019-03-15,1,127003.XSHE,-1,107.222,-1072.22,282255.87000000005
2019-03-15,1,127004.XSHE,-1,97.3,-973.0,283228.87000000005
2019-03-15,1,128010.XSHE,-1,111.88,-1118.8,284347.67000000004
2019-03-15,1,128013.XSHE,-1,108.09,-1080.9,285428.57000000007
2019-03-15,1,128014.XSHE,-1,106.012,-1060.12,286488.69000000006
2019-03-15,1,128023.XSHE,-1,107.24,-1072.3999999999999,287561.0900000001
2019-03-15,1,128026.XSHE,-1,110.45,-1104.5,288665.5900000001
2019-03-15,1,128037.XSHE,39,110.45,43075.5,331741.0900000001
2019-03-15,1,128040.XSHE,39,110.45,43075.5,374816.5900000001
2019-03-15,1,128042.XSHE,-1,97.81,-978.1,375794.69000000006
2019-03-15,1,128050.XSHE,-1,108.3,-1083.0,376877.69000000006
2019-03-15,1,113524.XSHG,-1,112.7,-1127.0,378004.69000000006
2019-03-15,1,123010.XSHE,-1,103.999,-1039.99,379044.68000000005
2019-03-15,1,123011.XSHE,-1,102.237,-1022.3699999999999,380067.05000000005
2019-03-15,1,113527.XSHG,-1,105.45,-1054.5,381121.55000000005
2019-03-15,1,113508.XSHG,39,105.45,41125.5,422247.05000000005
2019-03-15,1,110034.XSHG,-1,99.34,-993.4000000000001,423240.45000000007
2019-03-15,1,110038.XSHG,-1,97.4,-974.0,424214.45000000007
2019-03-15,1,128028.XSHE,-1,109.38,-1093.8,425308.25000000006
2019-03-15,0,110031.XSHG,38,106.7,40546.0,384762.25000000006
2019-03-15,0,113019.XSHG,38,112.0,42560.0,342202.25000000006
2019-03-15,0,128051.XSHE,38,103.12,39185.600000000006,303016.65
2019-03-22,1,113502.XSHG,-1,106.1,-1061.0,304077.65
2019-03-22,1,127003.XSHE,-1,108.97,-1089.7,305167.35000000003
2019-03-22,1,127004.XSHE,-1,114.2,-1142.0,306309.35000000003
2019-03-22,1,128010.XSHE,-1,109.59,-1095.9,307405.25000000006
2019-03-22,1,128013.XSHE,-1,107.2,-1072.0,308477.25000000006
2019-03-22,1,128014.XSHE,-1,111.0,-1110.0,309587.25000000006
2019-03-22,1,128023.XSHE,-1,107.33,-1073.3,310660.55000000005
2019-03-22,1,128026.XSHE,-1,108.33,-1083.3,311743.85000000003
2019-03-22,1,128042.XSHE,-1,111.15,-1111.5,312855.35000000003
2019-03-22,1,128050.XSHE,-1,111.601,-1116.01,313971.36000000004
2019-03-22,1,113524.XSHG,-1,115.35,-1153.5,315124.86000000004
2019-03-22,1,123010.XSHE,38,115.35,43833.0,358957.86000000004
2019-03-22,1,123011.XSHE,-1,98.485,-984.85,359942.71
2019-03-22,1,113527.XSHG,38,98.485,37424.299999999996,397367.01
2019-03-22,1,110034.XSHG,-1,113.698,-1136.98,398503.99
2019-03-22,1,110038.XSHG,-1,114.532,-1145.32,399649.31
2019-03-22,1,128028.XSHE,-1,112.29,-1122.9,400772.21
2019-03-22,1,110031.XSHG,-1,101.41,-1014.0999999999999,401786.31
2019-03-22,1,113019.XSHG,-1,99.3,-993.0,402779.31
2019-03-22,1,128051.XSHE,-1,106.78,-1067.8,403847.11
2019-03-22,0,113021.XSHG,37,98.89,36589.299999999996,367257.81
2019-03-22,0,128015.XSHE,37,99.499,36814.63,330443.18
2019-03-29,1,113502.XSHG,0,97.2,0.0,330443.18
2019-03-29,1,127003.XSHE,0,107.75,0.0,330443.18
2019-03-29,1,127004.XSHE,0,107.906,0.0,330443.18
2019-03-29,1,128010.XSHE,0,108.66,0.0,330443.18
2019-03-29,1,128013.XSHE,0,105.959,0.0,330443.18
2019-03-29,1,128014.XSHE,0,98.147,0.0,330443.18
2019-03-29,1,128023.XSHE,0,112.99,0.0,330443.18
2019-03-29,1,128026.XSHE,0,105.1,0.0,330443.18
2019-03-29,1,128042.XSHE,0,106.29,0.0,330443.18
2019-03-29,1,128050.XSHE,0,113.12,0.0,330443.18
2019-03-29,1,113524.XSHG,0,113.02,0.0,330443.18
2019-03-29,1,123011.XSHE,0,97.201,0.0,330443.18
2019-03-29,1,110034.XSHG,0,100.75,0.0,330443.18
2019-03-29,1,110038.XSHG,0,111.859,0.0,330443.18
2019-03-29,1,128028.XSHE,0,110.55,0.0,330443.18
2019-03-29,1,110031.XSHG,0,110.0,0.0,330443.18
2019-03-29,1,113019.XSHG,37,110.0,40700.0,371143.18
2019-03-29,1,128051.XSHE,0,112.196,0.0,371143.18
2019-03-29,1,113021.XSHG,0,99.18,0.0,371143.18
2019-03-29,1,128015.XSHE,37,99.18,36696.600000000006,407839.78
2019-03-29,0,113527.XSHG,37,104.5,38665.0,369174.78
2019-03-29,0,123020.XSHE,37,115.0,42550.0,326624.78
2019-04-04,1,113502.XSHG,-1,105.6,-1056.0,327680.78
2019-04-04,1,127003.XSHE,37,105.6,39072.0,366752.78
2019-04-04,1,127004.XSHE,-1,99.9,-999.0,367751.78
2019-04-04,1,128010.XSHE,-1,113.1,-1131.0,368882.78
2019-04-04,1,128013.XSHE,-1,115.75,-1157.5,370040.28
2019-04-04,1,128014.XSHE,-1,107.1,-1071.0,371111.28
2019-04-04,1,128023.XSHE,-1,111.7,-1117.0,372228.28
2019-04-04,1,128026.XSHE,-1,100.15,-1001.5,373229.78
2019-04-04,1,128042.XSHE,-1,111.02,-1110.2,374339.98000000004
2019-04-04,1,128050.XSHE,-1,107.06,-1070.6,375410.58
2019-04-04,1,113524.XSHG,-1,108.97,-1089.7,376500.28
2019-04-04,1,123011.XSHE,-1,109.99,-1099.8999999999999,377600.18000000005
2019-04-04,1,110034.XSHG,-1,104.23,-1042.3,378642.48000000004
2019-04-04,1,110038.XSHG,-1,116.7,-1167.0,379809.48000000004
2019-04-04,1,128028.XSHE,-1,108.35,-1083.5,380892.98000000004
2019-04-04,1,110031.XSHG,-1,111.898,-1118.98,382011.96
2019-04-04,1,128051.XSHE,-1,110.504,-1105.04,383117.0
2019-04-04,1,113021.XSHG,-1,116.2,-1162.0,384279.0
2019-04-04,1,113527.XSHG,37,116.2,42994.00000000001,427273.0
2019-04-04,1,123020.XSHE,37,116.2,42994.00000000001,470267.0
2019-04-04,0,110045.XSHG,36,101.6,36576.0,433691.0
2019-04-04,0,110053.XSHG,36,100.8,36288.0,397403.0
2019-04-04,0,128035.XSHE,36,112.97,40669.2,356733.8
2019-04-12,0,113502.XSHG,1,104.5,1045.0,355688.8
2019-04-12,0,127004.XSHE,1,109.8,1098.0,354590.8
2019-04-12,0,128010.XSHE,1,99.324,993.24,353597.56
2019-04-12,0,128013.XSHE,1,104.639,1046.3899999999999,352551.17
2019-04-12,0,128014.XSHE,1,109.17,1091.7,351459.47
2019-04-12,0,128023.XSHE,1,109.75,1097.5,350361.97
2019-04-12,0,128026.XSHE,1,109.02,1090.2,349271.76999999996
2019-04-12,0,128042.XSHE,1,106.4,1064.0,348207.76999999996
2019-04-12,0,128050.XSHE,1,99.984,999.8399999999999,347207.92999999993
2019-04-12,0,113524.XSHG,1,108.12,1081.2,346126.7299999999
2019-04-12,0,123011.XSHE,1,107.41,1074.1,345052.62999999995
2019-04-12,0,110034.XSHG,1,109.72,1097.2,343955.42999999993
2019-04-12,0,110038.XSHG,1,100.55,1005.5,342949.92999999993
2019-04-12,0,128028.XSHE,1,104.03,1040.3,341909.62999999995
2019-04-12,0,110031.XSHG,1,109.566,1095.66,340813.97
2019-04-12,1,128051.XSHE,36,109.566,39443.76,380257.73
2019-04-12,0,113021.XSHG,1,113.75,1137.5,379120.23
2019-04-12,0,110045.XSHG,1,98.968,989.6800000000001,378130.55
2019-04-12,0,110053.XSHG,1,102.92,1029.2,377101.35
2019-04-12,0,128035.XSHE,1,109.5,1095.0,376006.35
2019-04-12,0,127003.XSHE,37,112.5,41625.0,334381.35
2019-04-19,1,113502.XSHG,0,113.33,0.0,334381.35
2019-04-19,1,127004.XSHE,0,103.206,0.0,334381.35
2019-04-19,1,128010.XSHE,0,108.598,0.0,334381.35
2019-04-19,1,128013.XSHE,0,105.8,0.0,334381.35
2019-04-19,1,128014.XSHE,0,108.55,0.0,334381.35
2019-04-19,1,128023.XSHE,0,112.1,0.0,334381.35
2019-04-19,1,128026.XSHE,37,112.1,41477.0,375858.35
2019-04-19,1,128042.XSHE,37,112.1,41477.0,417335.35
2019-04-19,1,128050.XSHE,0,105.6,0.0,417335.35
2019-04-19,1,113524.XSHG,0,99.297,0.0,417335.35
2019-04-19,1,123011.XSHE,0,109.168,0.0,417335.35
2019-04-19,1,110034.XSHG,0,104.01,0.0,417335.35
2019-04-19,1,110038.XSHG,0,100.9,0.0,417335.35
2019-04-19,1,128028.XSHE,0,98.382,0.0,417335.35
2019-04-19,1,110031.XSHG,0,107.49,0.0,417335.35
2019-04-19,1,113021.XSHG,0,99.771,0.0,417335.35
2019-04-19,1,110045.XSHG,37,99.771,36915.270000000004,454250.62
2019-04-19,1,110053.XSHG,0,112.8,0.0,454250.62
2019-04-19,1,128035.XSHE,0,108.08,0.0,454250.62
2019-04-19,1,127003.XSHE,0,107.53,0.0,454250.62
2019-04-19,0,113528.XSHG,37,109.42,40485.4,413765.22
2019-04-19,0,113530.XSHG,37,103.94,38457.799999999996,375307.42
2019-04-19,0,128051.XSHE,37,110.31,40814.700000000004,334492.72
2019-04-26,0,113502.XSHG,1,97.53,975.3,333517.42
2019-04-26,0,127004.XSHE,1,103.689,1036.8899999999999,332480.52999999997
2019-04-26,0,128010.XSHE,1,110.9,1109.0,331371.52999999997
2019-04-26,0,128013.XSHE,1,104.0,1040.0,330331.52999999997
2019-04-26,0,128014.XSHE,1,104.02,1040.2,329291.32999999996
2019-04-26,0,128023.XSHE,1,100.0,1000.0,328291.32999999996
2019-04-26,0,128050.XSHE,1,98.96,989.5999999999999,327301.73
2019-04-26,1,113524.XSHG,37,98.96,36615.2,363916.93
2019-04-26,0,123011.XSHE,1,100.5,1005.0,362911.93
2019-04-26,0,110034.XSHG,1,107.71,1077.1,361834.83
2019-04-26,0,110038.XSHG,1,102.2,1022.0,360812.83
2019-04-26,1,128028.XSHE,37,102.2,37814.0,398626.83
2019-04-26,1,110031.XSHG,37,102.2,37814.0,436440.83
2019-04-26,0,113021.XSHG,1,100.02,1000.1999999999999,435440.63
2019-04-26,0,110053.XSHG,1,105.7,1057.0,434383.63
2019-04-26,0,128035.XSHE,1,94.78,947.8,433435.83
2019-04-26,0,127003.XSHE,1,104.98,1049.8,432386.03
2019-04-26,0,113528.XSHG,1,103.89,1038.9,431347.13
2019-04-26,0,113530.XSHG,1,95.28,952.8,430394.33
2019-04-26,0,128051.XSHE,1,104.31,1043.1,429351.23000000004
2019-04-26,0,113518.XSHG,38,97.42,37019.6,392331.63000000006
2019-04-26,0,128062.XSHE,38,104.87,39850.600000000006,352481.03
2019-04-26,0,128063.XSHE,38,111.97,42548.6,309932.43000000005
2019-04-30,0,113502.XSHG,1,98.73,987.3000000000001,308945.13000000006
2019-04-30,0,127004.XSHE,1,101.68,1016.8000000000001,307928.3300000001
2019-04-30,0,128010.XSHE,1,102.465,1024.65,306903.68000000005
2019-04-30,0,128013.XSHE,1,110.45,1104.5,305799.18000000005
2019-04-30,0,128014.XSHE,1,101.963,1019.6299999999999,304779.55000000005
2019-04-30,0,128023.XSHE,1,106.021,1060.21,303719.34
2019-04-30,0,128050.XSHE,1,99.498,994.98,302724.36000000004
2019-04-30,0,123011.XSHE,1,95.67,956.7,301767.66000000003
2019-04-30,0,110034.XSHG,1,103.15,1031.5,300736.16000000003
2019-04-30,0,110038.XSHG,1,102.02,1020.1999999999999,299715.96
2019-04-30,1,113021.XSHG,38,102.02,38767.6,338483.56
2019-04-30,1,110053.XSHG,38,102.02,38767.6,377251.16
2019-04-30,1,128035.XSHE,38,102.02,38767.6,416018.75999999995
2019-04-30,0,127003.XSHE,1,101.63,1016.3,415002.45999999996
2019-04-30,0,113528.XSHG,1,97.25,972.5,414029.95999999996
2019-04-30,0,113530.XSHG,1,96.65,966.5,413063.45999999996
2019-04-30,0,128051.XSHE,1,94.769,947.69,412115.76999999996
2019-04-30,1,113518.XSHG,38,94.769,36012.22,448127.99
2019-04-30,0,128062.XSHE,1,101.99,1019.9,447108.08999999997
2019-04-30,0,128063.XSHE,1,104.85,1048.5,446059.58999999997
2019-04-30,0,113527.XSHG,39,103.6,40404.0,405655.58999999997
2019-04-30,0,113534.XSHG,39,97.552,38045.28,367610.30999999994
2019-04-30,0,128028.XSHE,39,98.3,38337.0,329273.30999999994
2019-04-30,0,128042.XSHE,39,98.685,38487.15,290786.1599999999
2019-05-10,1,113502.XSHG,0,98.05,0.0,290786.1599999999
2019-05-10,1,127004.XSHE,0,97.36,0.0,290786.1599999999
2019-05-10,1,128010.XSHE,0,101.49,0.0,290786.1599999999
2019-05-10,1,128013.XSHE,0,97.091,0.0,290786.1599999999
2019-05-10,1,128014.XSHE,0,100.502,0.0,290786.1599999999
2019-05-10,1,128023.XSHE,0,93.65,0.0,290786.1599999999
2019-05-10,1,128050.XSHE,0,97.87,0.0,290786.1599999999
2019-05-10,1,123011.XSHE,0,97.399,0.0,290786.1599999999
2019-05-10,1,110034.XSHG,39,97.399,37985.61,328771.7699999999
2019-05-10,1,110038.XSHG,0,100.79,0.0,328771.7699999999
2019-05-10,1,127003.XSHE,0,101.203,0.0,328771.7699999999
2019-05-10,1,113528.XSHG,0,103.833,0.0,328771.7699999999
2019-05-10,1,113530.XSHG,0,97.1,0.0,328771.7699999999
2019-05-10,1,128051.XSHE,39,97.1,37869.0,366640.7699999999
2019-05-10,1,128062.XSHE,0,101.29,0.0,366640.7699999999
2019-05-10,1,128063.XSHE,0,106.36,0.0,366640.7699999999
2019-05-10,1,113527.XSHG,0,100.13,0.0,366640.7699999999
2019-05-10,1,113534.XSHG,0,94.843,0.0,366640.7699999999
2019-05-10,1,128028.XSHE,39,94.843,36988.77,403629.5399999999
